cancer_site,state,year,count,population,crude_rate_100k
III CNS and misc intracranial and intraspinal neoplasms,Georgia,2011,88,2779227,3.17
III CNS and misc intracranial and intraspinal neoplasms,Illinois,2011,114,3467883,3.29
III CNS and misc intracranial and intraspinal neoplasms,Indiana,2011,88,1795904,4.9
III CNS and misc intracranial and intraspinal neoplasms,Iowa,2011,36,822275,4.38
III CNS and misc intracranial and intraspinal neoplasms,Kansas,2011,28,812898,3.44
III CNS and misc intracranial and intraspinal neoplasms,Kentucky,2011,53,1143121,4.64
III CNS and misc intracranial and intraspinal neoplasms,Louisiana,2011,40,1246073,3.2100000000000004
III CNS and misc intracranial and intraspinal neoplasms,Maine,2011,17,306199,5.550000000000001
III CNS and misc intracranial and intraspinal neoplasms,Maryland,2011,48,1520984,3.16
III CNS and misc intracranial and intraspinal neoplasms,Massachusetts,2011,71,1626878,4.36
III CNS and misc intracranial and intraspinal neoplasms,Michigan,2011,81,2603185,3.1100000000000003
III CNS and misc intracranial and intraspinal neoplasms,Minnesota,2011,50,1434697,3.49
III CNS and misc intracranial and intraspinal neoplasms,Mississippi,2011,29,838698,3.4600000000000004
III CNS and misc intracranial and intraspinal neoplasms,Missouri,2011,58,1587236,3.6500000000000004
III CNS and misc intracranial and intraspinal neoplasms,Nebraska,2011,22,516752,4.260000000000001
III CNS and misc intracranial and intraspinal neoplasms,Nevada,2011,17,724131,2.35
III CNS and misc intracranial and intraspinal neoplasms,New Jersey,2011,74,2293748,3.23
III CNS and misc intracranial and intraspinal neoplasms,New York,2011,167,4888061,3.4200000000000004
III CNS and misc intracranial and intraspinal neoplasms,North Carolina,2011,94,2557053,3.6799999999999997
III CNS and misc intracranial and intraspinal neoplasms,Ohio,2011,109,3031650,3.6
III CNS and misc intracranial and intraspinal neoplasms,Oklahoma,2011,35,1044976,3.35
III CNS and misc intracranial and intraspinal neoplasms,Oregon,2011,40,967433,4.13
III CNS and misc intracranial and intraspinal neoplasms,Pennsylvania,2011,114,3157064,3.6100000000000003
III CNS and misc intracranial and intraspinal neoplasms,South Carolina,2011,34,1213760,2.8000000000000003
III CNS and misc intracranial and intraspinal neoplasms,Tennessee,2011,61,1668551,3.66
III CNS and misc intracranial and intraspinal neoplasms,Texas,2011,288,7693071,3.74
III CNS and misc intracranial and intraspinal neoplasms,Utah,2011,35,971379,3.6
III CNS and misc intracranial and intraspinal neoplasms,Virginia,2011,54,2092221,2.58
III CNS and misc intracranial and intraspinal neoplasms,Washington,2011,63,1770867,3.5600000000000005
III CNS and misc intracranial and intraspinal neoplasms,Wisconsin,2011,53,1496185,3.54
III CNS and misc intracranial and intraspinal neoplasms,Alabama,2012,38,1257483,3.02
III CNS and misc intracranial and intraspinal neoplasms,Arizona,2012,59,1790431,3.3000000000000003
III CNS and misc intracranial and intraspinal neoplasms,Arkansas,2012,21,791147,2.6500000000000004
III CNS and misc intracranial and intraspinal neoplasms,California,2012,284,10317070,2.75
III CNS and misc intracranial and intraspinal neoplasms,Colorado,2012,48,1378145,3.48
III CNS and misc intracranial and intraspinal neoplasms,Connecticut,2012,23,910496,2.5300000000000002
III CNS and misc intracranial and intraspinal neoplasms,Florida,2012,139,4486969,3.1
III CNS and misc intracranial and intraspinal neoplasms,Georgia,2012,91,2779149,3.2700000000000005
III CNS and misc intracranial and intraspinal neoplasms,Idaho,2012,16,475563,3.3600000000000003
III CNS and misc intracranial and intraspinal neoplasms,Illinois,2012,98,3437783,2.85
III CNS and misc intracranial and intraspinal neoplasms,Indiana,2012,64,1784361,3.59
III CNS and misc intracranial and intraspinal neoplasms,Iowa,2012,26,820668,3.17
III CNS and misc intracranial and intraspinal neoplasms,Kansas,2012,32,812823,3.94
III CNS and misc intracranial and intraspinal neoplasms,Kentucky,2012,53,1138332,4.66
III CNS and misc intracranial and intraspinal neoplasms,Louisiana,2012,53,1241363,4.2700000000000005
III CNS and misc intracranial and intraspinal neoplasms,Maryland,2012,58,1521070,3.8100000000000005
III CNS and misc intracranial and intraspinal neoplasms,Massachusetts,2012,49,1625373,3.0100000000000002
III CNS and misc intracranial and intraspinal neoplasms,Michigan,2012,98,2573737,3.8100000000000005
III CNS and misc intracranial and intraspinal neoplasms,Minnesota,2012,62,1431778,4.33
III CNS and misc intracranial and intraspinal neoplasms,Mississippi,2012,28,831266,3.3700000000000006
III CNS and misc intracranial and intraspinal neoplasms,Missouri,2012,50,1574173,3.18
III CNS and misc intracranial and intraspinal neoplasms,Nebraska,2012,21,518988,4.05
III CNS and misc intracranial and intraspinal neoplasms,New Hampshire,2012,16,317921,5.03
III CNS and misc intracranial and intraspinal neoplasms,New Jersey,2012,77,2285979,3.3700000000000006
III CNS and misc intracranial and intraspinal neoplasms,New York,2012,176,4876123,3.6100000000000003
III CNS and misc intracranial and intraspinal neoplasms,North Carolina,2012,79,2553139,3.09
III CNS and misc intracranial and intraspinal neoplasms,Ohio,2012,103,3003532,3.4299999999999997
III CNS and misc intracranial and intraspinal neoplasms,Oklahoma,2012,29,1047147,2.77
III CNS and misc intracranial and intraspinal neoplasms,Oregon,2012,40,962738,4.15
III CNS and misc intracranial and intraspinal neoplasms,Pennsylvania,2012,131,3135457,4.18
III CNS and misc intracranial and intraspinal neoplasms,South Carolina,2012,33,1210232,2.7300000000000004
III CNS and misc intracranial and intraspinal neoplasms,Tennessee,2012,58,1668708,3.48
III CNS and misc intracranial and intraspinal neoplasms,Texas,2012,246,7752093,3.17
III CNS and misc intracranial and intraspinal neoplasms,Utah,2012,20,977592,2.0500000000000003
III CNS and misc intracranial and intraspinal neoplasms,Virginia,2012,60,2100329,2.8600000000000003
III CNS and misc intracranial and intraspinal neoplasms,Washington,2012,58,1771021,3.2700000000000005
III CNS and misc intracranial and intraspinal neoplasms,Wisconsin,2012,45,1487603,3.0300000000000002
III CNS and misc intracranial and intraspinal neoplasms,Alabama,2013,43,1252409,3.4299999999999997
III CNS and misc intracranial and intraspinal neoplasms,Arizona,2013,42,1787090,2.35
III CNS and misc intracranial and intraspinal neoplasms,Arkansas,2013,28,788196,3.5500000000000003
III CNS and misc intracranial and intraspinal neoplasms,California,2013,289,10281356,2.8100000000000005
III CNS and misc intracranial and intraspinal neoplasms,Colorado,2013,40,1383194,2.89
III CNS and misc intracranial and intraspinal neoplasms,Connecticut,2013,38,900260,4.220000000000001
III CNS and misc intracranial and intraspinal neoplasms,Florida,2013,156,4504408,3.4600000000000004
III CNS and misc intracranial and intraspinal neoplasms,Georgia,2013,94,2776752,3.39
III CNS and misc intracranial and intraspinal neoplasms,Idaho,2013,22,477668,4.61
III CNS and misc intracranial and intraspinal neoplasms,Illinois,2013,98,3406313,2.8800000000000003
III CNS and misc intracranial and intraspinal neoplasms,Indiana,2013,45,1781561,2.5300000000000002
III CNS and misc intracranial and intraspinal neoplasms,Iowa,2013,27,823432,3.28
III CNS and misc intracranial and intraspinal neoplasms,Kansas,2013,32,811514,3.94
III CNS and misc intracranial and intraspinal neoplasms,Kentucky,2013,52,1138299,4.57
III CNS and misc intracranial and intraspinal neoplasms,Louisiana,2013,42,1238745,3.39
III CNS and misc intracranial and intraspinal neoplasms,Maryland,2013,46,1519545,3.0300000000000002
III CNS and misc intracranial and intraspinal neoplasms,Massachusetts,2013,58,1624173,3.5700000000000003
III CNS and misc intracranial and intraspinal neoplasms,Michigan,2013,82,2549860,3.2200000000000006
III CNS and misc intracranial and intraspinal neoplasms,Minnesota,2013,46,1432396,3.2100000000000004
III CNS and misc intracranial and intraspinal neoplasms,Mississippi,2013,21,824720,2.5500000000000003
III CNS and misc intracranial and intraspinal neoplasms,Missouri,2013,59,1564946,3.7700000000000005
III CNS and misc intracranial and intraspinal neoplasms,Nebraska,2013,21,521700,4.03
III CNS and misc intracranial and intraspinal neoplasms,Nevada,2013,18,722574,2.49
III CNS and misc intracranial and intraspinal neoplasms,New Jersey,2013,84,2277452,3.69
III CNS and misc intracranial and intraspinal neoplasms,New York,2013,190,4861824,3.91
III CNS and misc intracranial and intraspinal neoplasms,North Carolina,2013,82,2550293,3.2200000000000006
III CNS and misc intracranial and intraspinal neoplasms,Ohio,2013,126,2989139,4.220000000000001
III CNS and misc intracranial and intraspinal neoplasms,Oklahoma,2013,37,1054508,3.5100000000000002
III CNS and misc intracranial and intraspinal neoplasms,Oregon,2013,37,958401,3.8600000000000003
III CNS and misc intracranial and intraspinal neoplasms,Pennsylvania,2013,138,3114308,4.43
III CNS and misc intracranial and intraspinal neoplasms,South Carolina,2013,38,1207716,3.1500000000000004
III CNS and misc intracranial and intraspinal neoplasms,Tennessee,2013,51,1668674,3.0600000000000005
III CNS and misc intracranial and intraspinal neoplasms,Texas,2013,267,7817791,3.4200000000000004
III CNS and misc intracranial and intraspinal neoplasms,Utah,2013,29,989314,2.93
III CNS and misc intracranial and intraspinal neoplasms,Virginia,2013,54,2103307,2.5700000000000003
III CNS and misc intracranial and intraspinal neoplasms,Washington,2013,60,1775480,3.38
III CNS and misc intracranial and intraspinal neoplasms,West Virginia,2013,23,431181,5.33
III CNS and misc intracranial and intraspinal neoplasms,Wisconsin,2013,52,1480016,3.5100000000000002
III CNS and misc intracranial and intraspinal neoplasms,Alabama,2014,42,1248641,3.3600000000000003
III CNS and misc intracranial and intraspinal neoplasms,Arizona,2014,46,1789283,2.5700000000000003
III CNS and misc intracranial and intraspinal neoplasms,Arkansas,2014,33,786190,4.2
III CNS and misc intracranial and intraspinal neoplasms,California,2014,294,10252905,2.87
III CNS and misc intracranial and intraspinal neoplasms,Colorado,2014,59,1391463,4.24
III CNS and misc intracranial and intraspinal neoplasms,Connecticut,2014,28,891933,3.14
III CNS and misc intracranial and intraspinal neoplasms,Florida,2014,159,4531200,3.5100000000000002
III CNS and misc intracranial and intraspinal neoplasms,Georgia,2014,93,2781718,3.34
III CNS and misc intracranial and intraspinal neoplasms,Illinois,2014,117,3373212,3.4700000000000006
III CNS and misc intracranial and intraspinal neoplasms,Indiana,2014,53,1777906,2.9800000000000004
III CNS and misc intracranial and intraspinal neoplasms,Iowa,2014,35,827077,4.2299999999999995
III CNS and misc intracranial and intraspinal neoplasms,Kansas,2014,24,810326,2.9600000000000004
III CNS and misc intracranial and intraspinal neoplasms,Kentucky,2014,36,1135044,3.17
III CNS and misc intracranial and intraspinal neoplasms,Louisiana,2014,38,1238097,3.0700000000000003
III CNS and misc intracranial and intraspinal neoplasms,Maryland,2014,52,1523016,3.41
III CNS and misc intracranial and intraspinal neoplasms,Massachusetts,2014,55,1622378,3.39
III CNS and misc intracranial and intraspinal neoplasms,Michigan,2014,82,2529247,3.24
III CNS and misc intracranial and intraspinal neoplasms,Minnesota,2014,55,1436779,3.83
III CNS and misc intracranial and intraspinal neoplasms,Missouri,2014,60,1558653,3.85
III CNS and misc intracranial and intraspinal neoplasms,Nebraska,2014,18,525169,3.4299999999999997
III CNS and misc intracranial and intraspinal neoplasms,Nevada,2014,24,726108,3.3100000000000005
III CNS and misc intracranial and intraspinal neoplasms,New Hampshire,2014,16,309760,5.170000000000001
III CNS and misc intracranial and intraspinal neoplasms,New Jersey,2014,79,2272038,3.48
III CNS and misc intracranial and intraspinal neoplasms,New York,2014,184,4841587,3.8000000000000003
III CNS and misc intracranial and intraspinal neoplasms,North Carolina,2014,83,2548178,3.2600000000000002
III CNS and misc intracranial and intraspinal neoplasms,Ohio,2014,112,2978111,3.7600000000000002
III CNS and misc intracranial and intraspinal neoplasms,Oklahoma,2014,33,1059384,3.12
III CNS and misc intracranial and intraspinal neoplasms,Oregon,2014,28,961229,2.91
III CNS and misc intracranial and intraspinal neoplasms,Pennsylvania,2014,119,3098898,3.84
III CNS and misc intracranial and intraspinal neoplasms,South Carolina,2014,33,1211114,2.72
III CNS and misc intracranial and intraspinal neoplasms,Tennessee,2014,65,1671080,3.89
III CNS and misc intracranial and intraspinal neoplasms,Texas,2014,270,7912748,3.41
III CNS and misc intracranial and intraspinal neoplasms,Utah,2014,25,997232,2.5100000000000002
III CNS and misc intracranial and intraspinal neoplasms,Virginia,2014,64,2104566,3.04
III CNS and misc intracranial and intraspinal neoplasms,Washington,2014,80,1784637,4.4799999999999995
III CNS and misc intracranial and intraspinal neoplasms,West Virginia,2014,18,429157,4.19
III CNS and misc intracranial and intraspinal neoplasms,Wisconsin,2014,59,1472985,4.010000000000001
III CNS and misc intracranial and intraspinal neoplasms,Alabama,2015,44,1248676,3.5200000000000005
III CNS and misc intracranial and intraspinal neoplasms,Arizona,2015,55,1791893,3.0700000000000003
III CNS and misc intracranial and intraspinal neoplasms,Arkansas,2015,28,786084,3.5600000000000005
III CNS and misc intracranial and intraspinal neoplasms,California,2015,296,10233713,2.89
III CNS and misc intracranial and intraspinal neoplasms,Colorado,2015,41,1403855,2.92
III CNS and misc intracranial and intraspinal neoplasms,Connecticut,2015,25,882614,2.83
III CNS and misc intracranial and intraspinal neoplasms,Florida,2015,149,4581732,3.25
III CNS and misc intracranial and intraspinal neoplasms,Georgia,2015,97,2794532,3.4700000000000006
III CNS and misc intracranial and intraspinal neoplasms,Idaho,2015,19,486202,3.91
III CNS and misc intracranial and intraspinal neoplasms,Illinois,2015,97,3343564,2.9000000000000004
III CNS and misc intracranial and intraspinal neoplasms,Indiana,2015,57,1774241,3.2100000000000004
III CNS and misc intracranial and intraspinal neoplasms,Iowa,2015,30,829347,3.6200000000000006
III CNS and misc intracranial and intraspinal neoplasms,Kansas,2015,24,809232,2.97
III CNS and misc intracranial and intraspinal neoplasms,Kentucky,2015,40,1134815,3.5200000000000005
III CNS and misc intracranial and intraspinal neoplasms,Louisiana,2015,39,1239760,3.1500000000000004
III CNS and misc intracranial and intraspinal neoplasms,Maryland,2015,38,1524205,2.49
III CNS and misc intracranial and intraspinal neoplasms,Massachusetts,2015,46,1618344,2.84
III CNS and misc intracranial and intraspinal neoplasms,Michigan,2015,65,2509250,2.59
III CNS and misc intracranial and intraspinal neoplasms,Minnesota,2015,44,1439988,3.0600000000000005
III CNS and misc intracranial and intraspinal neoplasms,Mississippi,2015,27,813225,3.3200000000000003
III CNS and misc intracranial and intraspinal neoplasms,Missouri,2015,63,1555601,4.05
III CNS and misc intracranial and intraspinal neoplasms,Nebraska,2015,20,528928,3.78
III CNS and misc intracranial and intraspinal neoplasms,Nevada,2015,30,732874,4.09
III CNS and misc intracranial and intraspinal neoplasms,New Jersey,2015,73,2266048,3.2200000000000006
III CNS and misc intracranial and intraspinal neoplasms,New Mexico,2015,17,559459,3.04
III CNS and misc intracranial and intraspinal neoplasms,New York,2015,190,4827598,3.94
III CNS and misc intracranial and intraspinal neoplasms,North Carolina,2015,79,2551335,3.1
III CNS and misc intracranial and intraspinal neoplasms,Ohio,2015,116,2967885,3.91
III CNS and misc intracranial and intraspinal neoplasms,Oklahoma,2015,35,1067368,3.28
III CNS and misc intracranial and intraspinal neoplasms,Oregon,2015,38,965333,3.94
III CNS and misc intracranial and intraspinal neoplasms,Pennsylvania,2015,110,3085612,3.5600000000000005
III CNS and misc intracranial and intraspinal neoplasms,South Carolina,2015,38,1219204,3.12
III CNS and misc intracranial and intraspinal neoplasms,Tennessee,2015,42,1676382,2.5100000000000002
III CNS and misc intracranial and intraspinal neoplasms,Texas,2015,267,8019632,3.33
III CNS and misc intracranial and intraspinal neoplasms,Utah,2015,31,1007330,3.08
III CNS and misc intracranial and intraspinal neoplasms,Virginia,2015,67,2108455,3.18
III CNS and misc intracranial and intraspinal neoplasms,Washington,2015,95,1799406,5.28
III CNS and misc intracranial and intraspinal neoplasms,Wisconsin,2015,49,1467155,3.34
III CNS and misc intracranial and intraspinal neoplasms,Alabama,2016,55,1250345,4.4
III CNS and misc intracranial and intraspinal neoplasms,Arizona,2016,48,1797187,2.67
III CNS and misc intracranial and intraspinal neoplasms,Arkansas,2016,20,786350,2.54
III CNS and misc intracranial and intraspinal neoplasms,California,2016,253,10202315,2.4800000000000004
III CNS and misc intracranial and intraspinal neoplasms,Colorado,2016,33,1412146,2.34
III CNS and misc intracranial and intraspinal neoplasms,Connecticut,2016,27,874610,3.09
III CNS and misc intracranial and intraspinal neoplasms,Florida,2016,161,4649027,3.4600000000000004
III CNS and misc intracranial and intraspinal neoplasms,Georgia,2016,96,2812879,3.41
III CNS and misc intracranial and intraspinal neoplasms,Illinois,2016,102,3315189,3.08
III CNS and misc intracranial and intraspinal neoplasms,Indiana,2016,68,1775628,3.83
III CNS and misc intracranial and intraspinal neoplasms,Iowa,2016,21,831639,2.5300000000000002
III CNS and misc intracranial and intraspinal neoplasms,Kansas,2016,24,807121,2.97
III CNS and misc intracranial and intraspinal neoplasms,Kentucky,2016,41,1135568,3.6100000000000003
III CNS and misc intracranial and intraspinal neoplasms,Louisiana,2016,31,1241897,2.5
III CNS and misc intracranial and intraspinal neoplasms,Maryland,2016,37,1527292,2.42
III CNS and misc intracranial and intraspinal neoplasms,Massachusetts,2016,41,1615181,2.54
III CNS and misc intracranial and intraspinal neoplasms,Michigan,2016,66,2498450,2.64
III CNS and misc intracranial and intraspinal neoplasms,Minnesota,2016,55,1448841,3.8000000000000003
III CNS and misc intracranial and intraspinal neoplasms,Mississippi,2016,18,808861,2.23
III CNS and misc intracranial and intraspinal neoplasms,Missouri,2016,63,1553547,4.0600000000000005
III CNS and misc intracranial and intraspinal neoplasms,Nebraska,2016,21,533410,3.94
III CNS and misc intracranial and intraspinal neoplasms,Nevada,2016,26,741114,3.5100000000000002
III CNS and misc intracranial and intraspinal neoplasms,New Jersey,2016,84,2264110,3.7100000000000004
III CNS and misc intracranial and intraspinal neoplasms,New York,2016,167,4812427,3.4700000000000006
III CNS and misc intracranial and intraspinal neoplasms,North Carolina,2016,106,2566852,4.13
III CNS and misc intracranial and intraspinal neoplasms,Ohio,2016,117,2959565,3.95
III CNS and misc intracranial and intraspinal neoplasms,Oklahoma,2016,27,1070792,2.52
III CNS and misc intracranial and intraspinal neoplasms,Oregon,2016,37,974379,3.8000000000000003
III CNS and misc intracranial and intraspinal neoplasms,Pennsylvania,2016,114,3075303,3.7100000000000004
III CNS and misc intracranial and intraspinal neoplasms,South Carolina,2016,36,1227031,2.93
III CNS and misc intracranial and intraspinal neoplasms,Tennessee,2016,57,1684191,3.38
III CNS and misc intracranial and intraspinal neoplasms,Texas,2016,275,8109784,3.39
III CNS and misc intracranial and intraspinal neoplasms,Utah,2016,26,1022229,2.54
III CNS and misc intracranial and intraspinal neoplasms,Virginia,2016,57,2115887,2.69
III CNS and misc intracranial and intraspinal neoplasms,Washington,2016,55,1823033,3.02
III CNS and misc intracranial and intraspinal neoplasms,West Virginia,2016,20,422540,4.7299999999999995
III CNS and misc intracranial and intraspinal neoplasms,Wisconsin,2016,44,1462315,3.0100000000000002
III CNS and misc intracranial and intraspinal neoplasms,Alabama,2017,37,1250946,2.9600000000000004
III CNS and misc intracranial and intraspinal neoplasms,Arizona,2017,45,1796263,2.5100000000000002
III CNS and misc intracranial and intraspinal neoplasms,Arkansas,2017,29,786133,3.69
III CNS and misc intracranial and intraspinal neoplasms,California,2017,270,10167604,2.66
III CNS and misc intracranial and intraspinal neoplasms,Colorado,2017,55,1415360,3.89
III CNS and misc intracranial and intraspinal neoplasms,Connecticut,2017,26,868255,2.99
III CNS and misc intracranial and intraspinal neoplasms,Florida,2017,178,4699258,3.79
III CNS and misc intracranial and intraspinal neoplasms,Georgia,2017,91,2823263,3.2200000000000006
III CNS and misc intracranial and intraspinal neoplasms,Idaho,2017,18,500960,3.59
III CNS and misc intracranial and intraspinal neoplasms,Illinois,2017,85,3286354,2.59
III CNS and misc intracranial and intraspinal neoplasms,Indiana,2017,56,1775983,3.1500000000000004
III CNS and misc intracranial and intraspinal neoplasms,Iowa,2017,33,833605,3.9600000000000004
III CNS and misc intracranial and intraspinal neoplasms,Kansas,2017,30,803765,3.73
III CNS and misc intracranial and intraspinal neoplasms,Kentucky,2017,58,1137648,5.1000000000000005
III CNS and misc intracranial and intraspinal neoplasms,Louisiana,2017,37,1236712,2.99
III CNS and misc intracranial and intraspinal neoplasms,Maine,2017,18,288917,6.23
III CNS and misc intracranial and intraspinal neoplasms,Maryland,2017,43,1530203,2.8100000000000005
III CNS and misc intracranial and intraspinal neoplasms,Massachusetts,2017,62,1615467,3.84
III CNS and misc intracranial and intraspinal neoplasms,Michigan,2017,75,2488648,3.0100000000000002
III CNS and misc intracranial and intraspinal neoplasms,Minnesota,2017,54,1458066,3.7
III CNS and misc intracranial and intraspinal neoplasms,Mississippi,2017,21,803635,2.6100000000000003
III CNS and misc intracranial and intraspinal neoplasms,Missouri,2017,54,1552493,3.48
III CNS and misc intracranial and intraspinal neoplasms,Nebraska,2017,21,536746,3.91
III CNS and misc intracranial and intraspinal neoplasms,Nevada,2017,24,748809,3.2100000000000004
III CNS and misc intracranial and intraspinal neoplasms,New Jersey,2017,85,2267593,3.75
III CNS and misc intracranial and intraspinal neoplasms,New York,2017,182,4793336,3.8000000000000003
III CNS and misc intracranial and intraspinal neoplasms,North Carolina,2017,84,2577649,3.2600000000000002
III CNS and misc intracranial and intraspinal neoplasms,Ohio,2017,114,2957947,3.85
III CNS and misc intracranial and intraspinal neoplasms,Oklahoma,2017,38,1068531,3.5600000000000005
III CNS and misc intracranial and intraspinal neoplasms,Oregon,2017,41,977998,4.19
III CNS and misc intracranial and intraspinal neoplasms,Pennsylvania,2017,128,3070702,4.170000000000001
III CNS and misc intracranial and intraspinal neoplasms,South Carolina,2017,43,1234529,3.48
III CNS and misc intracranial and intraspinal neoplasms,Tennessee,2017,53,1693678,3.1300000000000003
III CNS and misc intracranial and intraspinal neoplasms,Texas,2017,259,8172127,3.17
III CNS and misc intracranial and intraspinal neoplasms,Utah,2017,33,1034205,3.19
III CNS and misc intracranial and intraspinal neoplasms,Virginia,2017,76,2122008,3.58
III CNS and misc intracranial and intraspinal neoplasms,Washington,2017,78,1843601,4.2299999999999995
III CNS and misc intracranial and intraspinal neoplasms,West Virginia,2017,16,417913,3.83
III CNS and misc intracranial and intraspinal neoplasms,Wisconsin,2017,54,1459797,3.7
III CNS and misc intracranial and intraspinal neoplasms,Alabama,2018,37,1252711,2.95
III CNS and misc intracranial and intraspinal neoplasms,Arizona,2018,45,1798459,2.5
III CNS and misc intracranial and intraspinal neoplasms,Arkansas,2018,18,785004,2.29
III CNS and misc intracranial and intraspinal neoplasms,California,2018,246,10112152,2.43
III CNS and misc intracranial and intraspinal neoplasms,Colorado,2018,34,1419870,2.39
III CNS and misc intracranial and intraspinal neoplasms,Connecticut,2018,36,863084,4.170000000000001
III CNS and misc intracranial and intraspinal neoplasms,Florida,2018,161,4733157,3.4000000000000004
III CNS and misc intracranial and intraspinal neoplasms,Georgia,2018,84,2830815,2.97
III CNS and misc intracranial and intraspinal neoplasms,Illinois,2018,117,3256090,3.59
III CNS and misc intracranial and intraspinal neoplasms,Indiana,2018,52,1780428,2.92
III CNS and misc intracranial and intraspinal neoplasms,Iowa,2018,25,832601,3
III CNS and misc intracranial and intraspinal neoplasms,Kansas,2018,19,800803,2.37
III CNS and misc intracranial and intraspinal neoplasms,Kentucky,2018,53,1137678,4.66
III CNS and misc intracranial and intraspinal neoplasms,Louisiana,2018,41,1230763,3.33
III CNS and misc intracranial and intraspinal neoplasms,Maryland,2018,45,1532381,2.94
III CNS and misc intracranial and intraspinal neoplasms,Massachusetts,2018,50,1612332,3.1
III CNS and misc intracranial and intraspinal neoplasms,Michigan,2018,77,2474790,3.1100000000000003
III CNS and misc intracranial and intraspinal neoplasms,Minnesota,2018,47,1464481,3.2100000000000004
III CNS and misc intracranial and intraspinal neoplasms,Mississippi,2018,30,795615,3.7700000000000005
III CNS and misc intracranial and intraspinal neoplasms,Missouri,2018,44,1550648,2.84
III CNS and misc intracranial and intraspinal neoplasms,Nebraska,2018,23,539119,4.2700000000000005
III CNS and misc intracranial and intraspinal neoplasms,New Jersey,2018,72,2270116,3.17
III CNS and misc intracranial and intraspinal neoplasms,New York,2018,165,4775888,3.45
III CNS and misc intracranial and intraspinal neoplasms,North Carolina,2018,65,2587851,2.5100000000000002
III CNS and misc intracranial and intraspinal neoplasms,Ohio,2018,101,2950452,3.4200000000000004
III CNS and misc intracranial and intraspinal neoplasms,Oklahoma,2018,30,1067039,2.8100000000000005
III CNS and misc intracranial and intraspinal neoplasms,Oregon,2018,31,976166,3.18
III CNS and misc intracranial and intraspinal neoplasms,Pennsylvania,2018,109,3068334,3.5500000000000003
III CNS and misc intracranial and intraspinal neoplasms,South Carolina,2018,32,1240967,2.58
III CNS and misc intracranial and intraspinal neoplasms,Tennessee,2018,62,1702308,3.64
III CNS and misc intracranial and intraspinal neoplasms,Texas,2018,236,8214114,2.87
III CNS and misc intracranial and intraspinal neoplasms,Utah,2018,36,1041649,3.4600000000000004
III CNS and misc intracranial and intraspinal neoplasms,Virginia,2018,51,2126146,2.4000000000000004
III CNS and misc intracranial and intraspinal neoplasms,Washington,2018,71,1854373,3.83
III CNS and misc intracranial and intraspinal neoplasms,West Virginia,2018,21,413894,5.07
III CNS and misc intracranial and intraspinal neoplasms,Wisconsin,2018,48,1456227,3.3000000000000003
III CNS and misc intracranial and intraspinal neoplasms,Alabama,2019,34,1253568,2.7100000000000004
III CNS and misc intracranial and intraspinal neoplasms,Arizona,2019,44,1801368,2.44
III CNS and misc intracranial and intraspinal neoplasms,California,2019,238,10031937,2.37
III CNS and misc intracranial and intraspinal neoplasms,Colorado,2019,37,1416055,2.6100000000000003
III CNS and misc intracranial and intraspinal neoplasms,Connecticut,2019,18,855498,2.1
III CNS and misc intracranial and intraspinal neoplasms,Florida,2019,179,4746306,3.7700000000000005
III CNS and misc intracranial and intraspinal neoplasms,Georgia,2019,65,2837249,2.29
III CNS and misc intracranial and intraspinal neoplasms,Illinois,2019,85,3223324,2.64
III CNS and misc intracranial and intraspinal neoplasms,Indiana,2019,61,1781041,3.4200000000000004
III CNS and misc intracranial and intraspinal neoplasms,Iowa,2019,31,832460,3.7200000000000006
III CNS and misc intracranial and intraspinal neoplasms,Kansas,2019,17,796945,2.1300000000000003
III CNS and misc intracranial and intraspinal neoplasms,Kentucky,2019,37,1135826,3.2600000000000002
III CNS and misc intracranial and intraspinal neoplasms,Louisiana,2019,33,1224395,2.7
III CNS and misc intracranial and intraspinal neoplasms,Maryland,2019,52,1534455,3.39
III CNS and misc intracranial and intraspinal neoplasms,Massachusetts,2019,43,1604026,2.68
III CNS and misc intracranial and intraspinal neoplasms,Michigan,2019,52,2457921,2.12
III CNS and misc intracranial and intraspinal neoplasms,Minnesota,2019,42,1468262,2.8600000000000003
III CNS and misc intracranial and intraspinal neoplasms,Mississippi,2019,28,788554,3.5500000000000003
III CNS and misc intracranial and intraspinal neoplasms,Missouri,2019,51,1548077,3.29
III CNS and misc intracranial and intraspinal neoplasms,Nevada,2019,22,764771,2.8800000000000003
III CNS and misc intracranial and intraspinal neoplasms,New Jersey,2019,63,2270780,2.77
III CNS and misc intracranial and intraspinal neoplasms,New York,2019,140,4750606,2.95
III CNS and misc intracranial and intraspinal neoplasms,North Carolina,2019,73,2592554,2.8200000000000003
III CNS and misc intracranial and intraspinal neoplasms,Ohio,2019,113,2942255,3.84
III CNS and misc intracranial and intraspinal neoplasms,Oklahoma,2019,28,1066104,2.6300000000000003
III CNS and misc intracranial and intraspinal neoplasms,Oregon,2019,22,973039,2.2600000000000002
III CNS and misc intracranial and intraspinal neoplasms,Pennsylvania,2019,110,3055348,3.6
III CNS and misc intracranial and intraspinal neoplasms,South Carolina,2019,34,1246902,2.7300000000000004
III CNS and misc intracranial and intraspinal neoplasms,Tennessee,2019,50,1705352,2.93
III CNS and misc intracranial and intraspinal neoplasms,Texas,2019,210,8258161,2.54
III CNS and misc intracranial and intraspinal neoplasms,Utah,2019,33,1046127,3.1500000000000004
