state,age_group,year,count,population,crude_rate_100k
Texas,5-9 years,2010,274,1930108,14.200000000000001
Texas,< 1 year,2010,105,379113,27.700000000000003
Utah,1-4 years,2010,54,211229,25.560000000000002
Utah,10-14 years,2010,34,229671,14.8
Utah,15-19 years,2010,42,220740,19.03
Utah,5-9 years,2010,29,250324,11.58
Vermont,< 1 year,2010,0,6116,0
Virginia,1-4 years,2010,81,409437,19.78
Virginia,10-14 years,2010,67,512630,13.07
Virginia,15-19 years,2010,111,551062,20.14
Virginia,5-9 years,2010,66,512279,12.880000000000003
Virginia,< 1 year,2010,24,100825,23.8
Washington,1-4 years,2010,86,353332,24.340000000000003
Washington,10-14 years,2010,55,439060,12.530000000000001
Washington,15-19 years,2010,90,460122,19.560000000000002
Washington,5-9 years,2010,65,430083,15.11
Washington,< 1 year,2010,21,87645,23.96
West Virginia,1-4 years,2010,21,83761,25.07
West Virginia,15-19 years,2010,30,119402,25.130000000000003
Wisconsin,1-4 years,2010,68,288211,23.590000000000003
Wisconsin,10-14 years,2010,51,376091,13.56
Wisconsin,15-19 years,2010,87,399868,21.76
Wisconsin,5-9 years,2010,39,367885,10.600000000000001
Wisconsin,< 1 year,2010,17,69520,24.450000000000003
Alabama,1-4 years,2011,49,243732,20.1
Alabama,10-14 years,2011,37,323426,11.440000000000001
Alabama,15-19 years,2011,54,332683,16.23
Alabama,5-9 years,2011,37,304887,12.14
Alabama,< 1 year,2011,19,59167,32.11000000000001
Arizona,1-4 years,2011,90,357311,25.19
Arizona,10-14 years,2011,72,450885,15.969999999999999
Arizona,15-19 years,2011,94,454297,20.69
Arizona,5-9 years,2011,57,447635,12.73
Arizona,< 1 year,2011,28,85519,32.74
Arkansas,1-4 years,2011,30,157624,19.03
Arkansas,10-14 years,2011,25,199907,12.51
Arkansas,15-19 years,2011,32,200887,15.930000000000001
Arkansas,5-9 years,2011,27,197029,13.700000000000001
California,1-4 years,2011,464,2020481,22.96
California,10-14 years,2011,343,2571646,13.340000000000002
California,15-19 years,2011,592,2761443,21.44
California,5-9 years,2011,325,2508975,12.950000000000001
California,< 1 year,2011,113,507709,22.26
Colorado,1-4 years,2011,66,275331,23.97
Colorado,10-14 years,2011,41,340661,12.040000000000001
Colorado,15-19 years,2011,71,342259,20.740000000000002
Colorado,5-9 years,2011,38,350910,10.83
Colorado,< 1 year,2011,16,65794,24.32
Connecticut,1-4 years,2011,40,160462,24.930000000000003
Connecticut,10-14 years,2011,34,239542,14.190000000000001
Connecticut,15-19 years,2011,66,258164,25.57
Connecticut,5-9 years,2011,26,219950,11.82
Florida,1-4 years,2011,210,857065,24.5
Florida,10-14 years,2011,174,1138672,15.280000000000001
Florida,15-19 years,2011,272,1199870,22.67
Florida,5-9 years,2011,148,1080435,13.700000000000001
Florida,< 1 year,2011,52,212395,24.480000000000004
Georgia,1-4 years,2011,123,546402,22.51
Georgia,10-14 years,2011,99,702087,14.100000000000001
Georgia,15-19 years,2011,149,705418,21.12
Georgia,5-9 years,2011,87,693773,12.540000000000001
Georgia,< 1 year,2011,34,131547,25.85
Hawaii,1-4 years,2011,25,71195,35.11000000000001
Hawaii,15-19 years,2011,16,84102,19.02
Idaho,1-4 years,2011,21,96396,21.790000000000003
Idaho,15-19 years,2011,24,116027,20.680000000000003
Idaho,5-9 years,2011,17,121242,14.02
Illinois,1-4 years,2011,149,663370,22.46
Illinois,10-14 years,2011,128,877124,14.590000000000002
Illinois,15-19 years,2011,212,914077,23.19
Illinois,5-9 years,2011,114,851288,13.39
Illinois,< 1 year,2011,33,162024,20.37
Indiana,1-4 years,2011,93,345784,26.900000000000002
Indiana,10-14 years,2011,56,455179,12.3
Indiana,15-19 years,2011,88,470672,18.7
Indiana,5-9 years,2011,54,441392,12.23
Indiana,< 1 year,2011,17,82877,20.51
Iowa,1-4 years,2011,43,161836,26.57
Iowa,10-14 years,2011,32,202914,15.77
Iowa,15-19 years,2011,64,218066,29.35
Iowa,5-9 years,2011,34,201813,16.85
Kansas,1-4 years,2011,47,164410,28.59
Kansas,10-14 years,2011,19,201149,9.450000000000001
Kansas,15-19 years,2011,45,204615,21.990000000000002
Kansas,5-9 years,2011,22,202830,10.850000000000001
Kentucky,1-4 years,2011,63,225535,27.930000000000003
Kentucky,10-14 years,2011,47,287455,16.35
Kentucky,15-19 years,2011,57,292356,19.5
Kentucky,5-9 years,2011,46,282808,16.27
Louisiana,1-4 years,2011,57,251448,22.67
Louisiana,10-14 years,2011,40,311461,12.840000000000002
Louisiana,15-19 years,2011,69,315087,21.900000000000002
Louisiana,5-9 years,2011,44,306498,14.36
Louisiana,< 1 year,2011,17,61579,27.610000000000003
Maine,15-19 years,2011,26,86926,29.910000000000004
Maryland,1-4 years,2011,77,294498,26.150000000000002
Maryland,10-14 years,2011,47,381429,12.32
Maryland,15-19 years,2011,75,405045,18.52
Maryland,5-9 years,2011,56,366662,15.27
Maryland,< 1 year,2011,18,73350,24.540000000000003
Massachusetts,1-4 years,2011,68,294125,23.12
Massachusetts,10-14 years,2011,70,405349,17.27
Massachusetts,15-19 years,2011,97,470684,20.61
Massachusetts,5-9 years,2011,55,383296,14.350000000000001
Massachusetts,< 1 year,2011,23,73424,31.32
Michigan,1-4 years,2011,125,472871,26.430000000000003
Michigan,10-14 years,2011,97,671129,14.450000000000001
Michigan,15-19 years,2011,183,721511,25.36
Michigan,5-9 years,2011,83,624136,13.3
Michigan,< 1 year,2011,36,113538,31.710000000000004
Minnesota,1-4 years,2011,67,284627,23.540000000000003
Minnesota,10-14 years,2011,39,355187,10.98
Minnesota,15-19 years,2011,77,369609,20.830000000000002
Minnesota,5-9 years,2011,53,356886,14.850000000000001
Mississippi,1-4 years,2011,40,167248,23.92
Mississippi,10-14 years,2011,24,209516,11.450000000000001
Mississippi,15-19 years,2011,48,218101,22.01
Mississippi,5-9 years,2011,20,204726,9.770000000000001
Missouri,1-4 years,2011,77,309050,24.92
Missouri,10-14 years,2011,64,398197,16.07
Missouri,15-19 years,2011,73,415432,17.57
Missouri,5-9 years,2011,50,389009,12.850000000000001
Missouri,< 1 year,2011,21,75548,27.8
Montana,15-19 years,2011,20,66538,30.060000000000002
Nebraska,1-4 years,2011,24,105695,22.71
Nebraska,10-14 years,2011,19,124920,15.21
Nebraska,15-19 years,2011,44,130134,33.81
Nebraska,5-9 years,2011,16,130400,12.270000000000001
Nevada,1-4 years,2011,34,147590,23.040000000000003
Nevada,10-14 years,2011,22,182670,12.040000000000001
Nevada,15-19 years,2011,29,177177,16.37
Nevada,5-9 years,2011,20,181207,11.040000000000001
New Hampshire,15-19 years,2011,23,94685,24.290000000000003
New Jersey,1-4 years,2011,105,433873,24.200000000000003
New Jersey,10-14 years,2011,98,588436,16.650000000000002
New Jersey,15-19 years,2011,169,601944,28.080000000000002
New Jersey,5-9 years,2011,84,562347,14.940000000000001
New Jersey,< 1 year,2011,18,107148,16.8
New Mexico,1-4 years,2011,19,116185,16.35
New Mexico,15-19 years,2011,25,147745,16.919999999999998
New Mexico,5-9 years,2011,22,144094,15.27
New York,1-4 years,2011,211,929697,22.700000000000003
New York,10-14 years,2011,208,1208499,17.21
New York,15-19 years,2011,337,1345361,25.05
New York,5-9 years,2011,148,1159599,12.76
New York,< 1 year,2011,65,244905,26.54
North Carolina,1-4 years,2011,134,503159,26.630000000000003
North Carolina,10-14 years,2011,99,643661,15.380000000000003
North Carolina,15-19 years,2011,118,657128,17.96
North Carolina,5-9 years,2011,75,633136,11.850000000000001
North Carolina,< 1 year,2011,35,119969,29.17
North Dakota,< 1 year,2011,0,9161,0
Ohio,1-4 years,2011,120,571436,21
Ohio,10-14 years,2011,87,775062,11.22
Ohio,15-19 years,2011,179,810729,22.080000000000002
Ohio,5-9 years,2011,98,737567,13.290000000000001
Ohio,< 1 year,2011,35,136856,25.57
Oklahoma,1-4 years,2011,47,212655,22.1
Oklahoma,10-14 years,2011,28,258452,10.83
Oklahoma,15-19 years,2011,53,260575,20.340000000000003
Oklahoma,5-9 years,2011,39,261287,14.930000000000001
Oregon,1-4 years,2011,49,190366,25.74
Oregon,10-14 years,2011,36,243407,14.790000000000001
Oregon,15-19 years,2011,69,251108,27.480000000000004
Oregon,5-9 years,2011,35,237067,14.76
Pennsylvania,1-4 years,2011,145,583406,24.85
Pennsylvania,10-14 years,2011,113,789371,14.32
Pennsylvania,15-19 years,2011,231,892268,25.89
Pennsylvania,5-9 years,2011,108,749681,14.41
Pennsylvania,< 1 year,2011,46,142338,32.32
South Carolina,1-4 years,2011,56,240776,23.26
South Carolina,10-14 years,2011,43,300982,14.290000000000001
South Carolina,15-19 years,2011,56,320114,17.490000000000002
South Carolina,5-9 years,2011,35,295158,11.86
Tennessee,1-4 years,2011,68,325200,20.91
Tennessee,10-14 years,2011,65,423476,15.350000000000001
Tennessee,15-19 years,2011,124,430227,28.82
Tennessee,5-9 years,2011,51,411601,12.39
Tennessee,< 1 year,2011,20,78047,25.630000000000003
Texas,1-4 years,2011,364,1552381,23.450000000000003
Texas,10-14 years,2011,298,1924963,15.480000000000002
Texas,15-19 years,2011,429,1892878,22.66
Texas,5-9 years,2011,296,1944033,15.230000000000002
Texas,< 1 year,2011,121,378816,31.939999999999998
Utah,1-4 years,2011,43,210469,20.430000000000003
Utah,10-14 years,2011,27,235973,11.440000000000001
Utah,15-19 years,2011,67,219750,30.49
Utah,5-9 years,2011,38,253571,14.990000000000002
Virginia,1-4 years,2011,80,409307,19.55
Virginia,10-14 years,2011,61,518370,11.770000000000001
Virginia,15-19 years,2011,102,548699,18.59
Virginia,5-9 years,2011,62,514126,12.06
Virginia,< 1 year,2011,21,101719,20.650000000000002
Washington,1-4 years,2011,90,357380,25.180000000000003
Washington,10-14 years,2011,55,441560,12.46
Washington,15-19 years,2011,115,452399,25.42
Washington,5-9 years,2011,60,432921,13.86
Washington,< 1 year,2011,18,86607,20.78
West Virginia,1-4 years,2011,19,83071,22.87
West Virginia,10-14 years,2011,22,109191,20.150000000000002
West Virginia,15-19 years,2011,25,117160,21.340000000000003
Wisconsin,1-4 years,2011,58,285933,20.28
Wisconsin,10-14 years,2011,51,376989,13.530000000000001
Wisconsin,15-19 years,2011,84,399352,21.03
Wisconsin,5-9 years,2011,45,366602,12.270000000000001
Alabama,1-4 years,2012,46,240903,19.09
Alabama,10-14 years,2012,49,323155,15.16
Alabama,15-19 years,2012,60,328815,18.25
Alabama,5-9 years,2012,46,306101,15.030000000000001
Arizona,1-4 years,2012,79,350007,22.57
Arizona,10-14 years,2012,72,451998,15.930000000000001
Arizona,15-19 years,2012,106,452834,23.41
Arizona,5-9 years,2012,57,451105,12.64
Arizona,< 1 year,2012,25,84487,29.59
Arkansas,1-4 years,2012,37,155345,23.82
Arkansas,10-14 years,2012,20,199801,10.01
Arkansas,15-19 years,2012,38,199245,19.07
California,1-4 years,2012,498,2011157,24.76
California,10-14 years,2012,335,2553701,13.12
California,15-19 years,2012,625,2726416,22.92
California,5-9 years,2012,304,2531274,12.01
California,< 1 year,2012,119,494522,24.060000000000002
Colorado,1-4 years,2012,64,272539,23.480000000000004
Colorado,10-14 years,2012,49,345387,14.190000000000001
Colorado,15-19 years,2012,76,342257,22.21
Colorado,5-9 years,2012,37,353633,10.46
Colorado,< 1 year,2012,22,64329,34.2
Connecticut,1-4 years,2012,36,157977,22.790000000000003
Connecticut,10-14 years,2012,41,237675,17.25
Connecticut,15-19 years,2012,69,259369,26.6
Connecticut,5-9 years,2012,23,218481,10.530000000000001
Delaware,1-4 years,2012,17,44747,37.99
Delaware,15-19 years,2012,20,62114,32.2
Florida,1-4 years,2012,221,854516,25.860000000000003
Florida,10-14 years,2012,178,1140976,15.600000000000001
Florida,15-19 years,2012,256,1186299,21.580000000000002
Florida,5-9 years,2012,141,1092707,12.9
Florida,< 1 year,2012,51,212471,24
Georgia,1-4 years,2012,102,538538,18.94
Georgia,10-14 years,2012,93,707904,13.14
Georgia,15-19 years,2012,162,704718,22.990000000000002
Georgia,5-9 years,2012,105,697276,15.06
Georgia,< 1 year,2012,28,130713,21.42
Hawaii,15-19 years,2012,18,82598,21.790000000000003
Idaho,1-4 years,2012,25,94304,26.510000000000005
Idaho,15-19 years,2012,27,116825,23.11
Illinois,1-4 years,2012,146,654309,22.310000000000002
Illinois,10-14 years,2012,122,873589,13.969999999999999
Illinois,15-19 years,2012,200,902016,22.17
Illinois,5-9 years,2012,97,848302,11.43
Illinois,< 1 year,2012,34,159567,21.310000000000002
Indiana,1-4 years,2012,89,340380,26.150000000000002
Indiana,10-14 years,2012,59,455313,12.96
Indiana,15-19 years,2012,111,464123,23.92
Indiana,5-9 years,2012,66,442153,14.930000000000001
Indiana,< 1 year,2012,18,82392,21.85
Iowa,1-4 years,2012,41,158919,25.8
Iowa,10-14 years,2012,25,203512,12.280000000000001
Iowa,15-19 years,2012,46,216465,21.25
Iowa,5-9 years,2012,28,203622,13.75
Kansas,1-4 years,2012,41,163718,25.040000000000003
Kansas,10-14 years,2012,29,202177,14.340000000000002
Kansas,15-19 years,2012,53,203402,26.060000000000002
Kansas,5-9 years,2012,28,204321,13.700000000000001
Kansas,< 1 year,2012,20,39205,51.010000000000005
Kentucky,1-4 years,2012,60,222683,26.939999999999998
Kentucky,10-14 years,2012,47,288007,16.32
Kentucky,15-19 years,2012,61,288644,21.130000000000003
Kentucky,5-9 years,2012,42,284172,14.780000000000001
Louisiana,1-4 years,2012,55,248510,22.130000000000003
Louisiana,10-14 years,2012,47,312076,15.06
Louisiana,15-19 years,2012,58,309684,18.73
Louisiana,5-9 years,2012,45,309697,14.530000000000001
Louisiana,< 1 year,2012,16,61396,26.060000000000002
Maine,1-4 years,2012,19,53556,35.480000000000004
Maine,15-19 years,2012,16,85422,18.73
Maryland,1-4 years,2012,59,294786,20.01
Maryland,10-14 years,2012,51,381914,13.350000000000001
Maryland,15-19 years,2012,89,401303,22.180000000000003
Maryland,5-9 years,2012,35,370424,9.450000000000001
Maryland,< 1 year,2012,16,72643,22.03
Massachusetts,1-4 years,2012,81,294031,27.55
Massachusetts,10-14 years,2012,51,405529,12.58
Massachusetts,15-19 years,2012,118,470310,25.090000000000003
Massachusetts,5-9 years,2012,42,382990,10.97
Massachusetts,< 1 year,2012,24,72513,33.1
Michigan,1-4 years,2012,125,466428,26.8
Michigan,10-14 years,2012,115,665126,17.290000000000003
Michigan,15-19 years,2012,168,710355,23.650000000000002
Michigan,5-9 years,2012,86,619379,13.880000000000003
Michigan,< 1 year,2012,44,112449,39.13
Minnesota,1-4 years,2012,73,281011,25.980000000000004
Minnesota,10-14 years,2012,59,355902,16.580000000000002
Minnesota,15-19 years,2012,86,366499,23.47
Minnesota,5-9 years,2012,65,360450,18.03
Minnesota,< 1 year,2012,21,67916,30.92
Mississippi,1-4 years,2012,30,161829,18.540000000000003
Mississippi,10-14 years,2012,23,208978,11.01
Mississippi,15-19 years,2012,43,214343,20.060000000000002
Mississippi,5-9 years,2012,23,207387,11.090000000000002
Missouri,1-4 years,2012,72,305014,23.61
Missouri,10-14 years,2012,46,396790,11.590000000000002
Missouri,15-19 years,2012,80,407901,19.61
Missouri,5-9 years,2012,49,389752,12.57
Missouri,< 1 year,2012,22,74716,29.439999999999998
Nebraska,1-4 years,2012,24,105145,22.830000000000002
Nebraska,10-14 years,2012,20,126851,15.77
Nebraska,15-19 years,2012,44,129517,33.97
Nebraska,5-9 years,2012,18,131830,13.65
Nevada,1-4 years,2012,31,144930,21.39
Nevada,10-14 years,2012,22,182711,12.040000000000001
Nevada,15-19 years,2012,41,176487,23.230000000000004
New Hampshire,1-4 years,2012,17,54026,31.47
New Hampshire,15-19 years,2012,24,94150,25.490000000000002
New Jersey,1-4 years,2012,106,431639,24.560000000000002
New Jersey,10-14 years,2012,93,586955,15.840000000000002
New Jersey,15-19 years,2012,154,599517,25.689999999999998
New Jersey,5-9 years,2012,82,562731,14.57
New Jersey,< 1 year,2012,24,105137,22.830000000000002
New Mexico,1-4 years,2012,20,113962,17.55
New Mexico,15-19 years,2012,29,145595,19.92
New York,1-4 years,2012,224,938328,23.87
New York,10-14 years,2012,209,1204679,17.35
New York,15-19 years,2012,376,1329733,28.28
New York,5-9 years,2012,156,1160804,13.440000000000001
New York,< 1 year,2012,55,242579,22.67
North Carolina,1-4 years,2012,109,493673,22.080000000000002
North Carolina,10-14 years,2012,91,649810,14
North Carolina,15-19 years,2012,146,655097,22.290000000000003
North Carolina,5-9 years,2012,81,636398,12.73
North Carolina,< 1 year,2012,33,118161,27.930000000000003
Ohio,1-4 years,2012,134,562095,23.840000000000003
Ohio,10-14 years,2012,111,772403,14.37
Ohio,15-19 years,2012,164,797729,20.560000000000002
Ohio,5-9 years,2012,81,734955,11.020000000000001
Ohio,< 1 year,2012,27,136350,19.8
Oklahoma,1-4 years,2012,46,211643,21.730000000000004
Oklahoma,10-14 years,2012,26,261236,9.950000000000001
Oklahoma,15-19 years,2012,62,258257,24.01
Oklahoma,5-9 years,2012,33,264366,12.48
Oregon,1-4 years,2012,53,187861,28.210000000000004
Oregon,10-14 years,2012,34,242377,14.030000000000001
Oregon,15-19 years,2012,62,249266,24.87
Oregon,5-9 years,2012,35,238504,14.67
Pennsylvania,1-4 years,2012,138,579780,23.8
Pennsylvania,10-14 years,2012,114,785748,14.51
Pennsylvania,15-19 years,2012,229,878554,26.07
Pennsylvania,5-9 years,2012,105,750012,14
Pennsylvania,< 1 year,2012,42,141363,29.710000000000004
Rhode Island,10-14 years,2012,19,62923,30.200000000000003
South Carolina,1-4 years,2012,45,235861,19.080000000000002
South Carolina,10-14 years,2012,36,302882,11.89
South Carolina,15-19 years,2012,68,316003,21.52
South Carolina,5-9 years,2012,32,298923,10.71
Tennessee,1-4 years,2012,83,322259,25.760000000000005
Tennessee,10-14 years,2012,53,425627,12.450000000000001
Tennessee,15-19 years,2012,88,426746,20.62
Tennessee,5-9 years,2012,48,414489,11.58
Tennessee,< 1 year,2012,34,79587,42.72
Texas,1-4 years,2012,399,1552509,25.700000000000003
Texas,10-14 years,2012,295,1953662,15.100000000000001
Texas,15-19 years,2012,456,1903453,23.96
Texas,5-9 years,2012,261,1967912,13.26
Texas,< 1 year,2012,104,374557,27.77
Utah,1-4 years,2012,40,207763,19.25
Utah,10-14 years,2012,29,241136,12.030000000000001
Utah,15-19 years,2012,68,221273,30.730000000000004
Utah,5-9 years,2012,25,257265,9.72
Utah,< 1 year,2012,20,50155,39.88
Virginia,1-4 years,2012,81,408647,19.82
Virginia,10-14 years,2012,57,522731,10.9
Virginia,15-19 years,2012,91,548053,16.6
Virginia,5-9 years,2012,62,518845,11.950000000000001
Virginia,< 1 year,2012,20,102053,19.6
Washington,1-4 years,2012,75,356267,21.05
Washington,10-14 years,2012,72,441697,16.3
Washington,15-19 years,2012,90,447521,20.11
Washington,5-9 years,2012,78,439166,17.76
Washington,< 1 year,2012,26,86370,30.1
West Virginia,10-14 years,2012,22,109186,20.150000000000002
West Virginia,15-19 years,2012,24,115211,20.830000000000002
Wisconsin,1-4 years,2012,75,280911,26.700000000000003
Wisconsin,10-14 years,2012,59,376764,15.66
Wisconsin,15-19 years,2012,88,395743,22.240000000000002
Wisconsin,5-9 years,2012,46,367117,12.530000000000001
Wisconsin,< 1 year,2012,21,67068,31.310000000000002
Alabama,1-4 years,2013,48,237554,20.21
Alabama,10-14 years,2013,52,321717,16.16
Alabama,15-19 years,2013,73,328208,22.240000000000002
Alabama,5-9 years,2013,27,307541,8.78
Alabama,< 1 year,2013,16,57389,27.880000000000003
Arizona,1-4 years,2013,73,343292,21.26
Arizona,10-14 years,2013,61,452834,13.469999999999999
Arizona,15-19 years,2013,104,453131,22.950000000000003
Arizona,5-9 years,2013,48,453151,10.590000000000002
Arkansas,1-4 years,2013,36,152932,23.540000000000003
Arkansas,10-14 years,2013,21,199614,10.520000000000001
Arkansas,15-19 years,2013,29,199245,14.55
Arkansas,5-9 years,2013,34,199075,17.080000000000002
California,1-4 years,2013,448,1991739,22.490000000000002
California,10-14 years,2013,391,2549619,15.340000000000002
California,15-19 years,2013,569,2697399,21.090000000000003
California,5-9 years,2013,345,2546374,13.55
California,< 1 year,2013,124,496225,24.990000000000002
Colorado,1-4 years,2013,55,268627,20.47
Colorado,10-14 years,2013,46,351666,13.080000000000002
Colorado,15-19 years,2013,78,344103,22.67
Colorado,5-9 years,2013,55,354673,15.51
Colorado,< 1 year,2013,18,64125,28.07
Connecticut,1-4 years,2013,30,155054,19.35
Connecticut,10-14 years,2013,39,236203,16.51
Connecticut,15-19 years,2013,67,257027,26.07
Connecticut,5-9 years,2013,33,215700,15.3
District of Columbia,< 1 year,2013,0,9493,0
Florida,1-4 years,2013,214,852554,25.1
Florida,10-14 years,2013,149,1141516,13.05
Florida,15-19 years,2013,269,1191039,22.590000000000003
Florida,5-9 years,2013,152,1107968,13.719999999999999
Florida,< 1 year,2013,69,211331,32.65
Georgia,1-4 years,2013,124,531143,23.35
Georgia,10-14 years,2013,102,713168,14.3
Georgia,15-19 years,2013,150,703928,21.310000000000002
Georgia,5-9 years,2013,96,701074,13.690000000000001
Georgia,< 1 year,2013,38,127439,29.82
Hawaii,1-4 years,2013,17,73989,22.980000000000004
Hawaii,15-19 years,2013,19,81768,23.240000000000002
Idaho,1-4 years,2013,17,91895,18.5
Idaho,10-14 years,2013,20,122013,16.39
Idaho,15-19 years,2013,27,118716,22.740000000000002
Idaho,5-9 years,2013,17,122622,13.86
Illinois,1-4 years,2013,150,644238,23.28
Illinois,10-14 years,2013,144,870786,16.540000000000003
Illinois,15-19 years,2013,206,891019,23.12
Illinois,5-9 years,2013,104,843325,12.33
Illinois,< 1 year,2013,42,156945,26.760000000000005
Indiana,1-4 years,2013,80,336671,23.76
Indiana,10-14 years,2013,65,455910,14.26
Indiana,15-19 years,2013,99,463416,21.36
Indiana,5-9 years,2013,48,443101,10.83
Indiana,< 1 year,2013,20,82463,24.25
Iowa,1-4 years,2013,42,157045,26.74
Iowa,10-14 years,2013,33,204793,16.11
Iowa,15-19 years,2013,55,217510,25.290000000000003
Iowa,5-9 years,2013,22,205562,10.700000000000001
Kansas,1-4 years,2013,38,161060,23.590000000000003
Kansas,10-14 years,2013,34,203089,16.740000000000002
Kansas,15-19 years,2013,54,203414,26.55
Kansas,5-9 years,2013,27,204579,13.200000000000001
Kentucky,1-4 years,2013,52,220410,23.590000000000003
Kentucky,10-14 years,2013,32,288391,11.100000000000001
Kentucky,15-19 years,2013,74,289270,25.580000000000002
Kentucky,5-9 years,2013,46,284650,16.16
Louisiana,1-4 years,2013,60,245122,24.480000000000004
Louisiana,10-14 years,2013,44,311810,14.11
Louisiana,15-19 years,2013,51,307553,16.580000000000002
Louisiana,5-9 years,2013,33,312728,10.55
Louisiana,< 1 year,2013,16,61532,26
Maine,1-4 years,2013,20,52619,38.010000000000005
Maine,15-19 years,2013,23,84052,27.360000000000003
Maryland,1-4 years,2013,67,293935,22.790000000000003
Maryland,10-14 years,2013,54,382283,14.130000000000003
Maryland,15-19 years,2013,73,397409,18.37
Maryland,5-9 years,2013,54,373668,14.450000000000001
Maryland,< 1 year,2013,25,72250,34.6
Massachusetts,1-4 years,2013,68,293067,23.200000000000003
Massachusetts,10-14 years,2013,42,406678,10.33
Massachusetts,15-19 years,2013,81,469849,17.240000000000002
Massachusetts,5-9 years,2013,61,382094,15.96
Massachusetts,< 1 year,2013,30,72485,41.39
Michigan,1-4 years,2013,90,461637,19.5
Michigan,10-14 years,2013,93,659422,14.100000000000001
Michigan,15-19 years,2013,156,701711,22.230000000000004
Michigan,5-9 years,2013,83,614918,13.5
Michigan,< 1 year,2013,30,112172,26.74
Minnesota,1-4 years,2013,64,278347,22.990000000000002
Minnesota,10-14 years,2013,45,358932,12.540000000000001
Minnesota,15-19 years,2013,81,363650,22.27
Minnesota,5-9 years,2013,57,362803,15.71
Minnesota,< 1 year,2013,28,68664,40.78
Mississippi,1-4 years,2013,34,157266,21.62
Mississippi,10-14 years,2013,29,207774,13.96
Mississippi,15-19 years,2013,30,213369,14.06
Mississippi,5-9 years,2013,22,208611,10.55
Missouri,1-4 years,2013,58,300481,19.3
Missouri,10-14 years,2013,57,395844,14.4
Missouri,15-19 years,2013,90,404075,22.27
Missouri,5-9 years,2013,36,390320,9.22
Missouri,< 1 year,2013,35,74226,47.150000000000006
Nebraska,1-4 years,2013,30,104417,28.730000000000004
Nebraska,10-14 years,2013,17,129060,13.17
Nebraska,15-19 years,2013,26,129427,20.090000000000003
Nebraska,5-9 years,2013,21,132989,15.790000000000001
Nevada,1-4 years,2013,27,142219,18.98
Nevada,10-14 years,2013,19,184035,10.32
Nevada,15-19 years,2013,31,176774,17.540000000000003
Nevada,5-9 years,2013,21,184965,11.350000000000001
New Hampshire,15-19 years,2013,17,92809,18.32
New Jersey,1-4 years,2013,100,428883,23.32
New Jersey,10-14 years,2013,92,586999,15.67
New Jersey,15-19 years,2013,157,596162,26.34
New Jersey,5-9 years,2013,77,561119,13.719999999999999
New Jersey,< 1 year,2013,33,104289,31.64
New Mexico,10-14 years,2013,26,143946,18.06
New Mexico,15-19 years,2013,29,144032,20.130000000000003
New York,1-4 years,2013,221,944087,23.41
New York,10-14 years,2013,206,1202902,17.130000000000003
New York,15-19 years,2013,377,1312338,28.730000000000004
New York,5-9 years,2013,170,1159468,14.66
New York,< 1 year,2013,79,243029,32.510000000000005
North Carolina,1-4 years,2013,94,484180,19.41
North Carolina,10-14 years,2013,97,653099,14.850000000000001
North Carolina,15-19 years,2013,115,656726,17.51
North Carolina,5-9 years,2013,82,638641,12.840000000000002
North Carolina,< 1 year,2013,27,117647,22.950000000000003
Ohio,1-4 years,2013,156,556675,28.02
Ohio,10-14 years,2013,127,769087,16.51
Ohio,15-19 years,2013,176,792553,22.21
Ohio,5-9 years,2013,95,732894,12.96
Ohio,< 1 year,2013,46,137930,33.35
Oklahoma,1-4 years,2013,40,211228,18.94
Oklahoma,10-14 years,2013,30,263463,11.39
Oklahoma,15-19 years,2013,55,259708,21.180000000000003
Oklahoma,5-9 years,2013,43,267660,16.07
Oregon,1-4 years,2013,36,185031,19.46
Oregon,10-14 years,2013,31,241904,12.82
Oregon,15-19 years,2013,58,247294,23.450000000000003
Oregon,5-9 years,2013,30,239529,12.520000000000001
Pennsylvania,1-4 years,2013,145,574168,25.25
Pennsylvania,10-14 years,2013,136,783648,17.35
Pennsylvania,15-19 years,2013,204,866898,23.53
Pennsylvania,5-9 years,2013,110,748537,14.700000000000001
Pennsylvania,< 1 year,2013,38,141057,26.939999999999998
Rhode Island,15-19 years,2013,22,77265,28.47
South Carolina,1-4 years,2013,49,231893,21.130000000000003
South Carolina,10-14 years,2013,38,304340,12.490000000000002
South Carolina,15-19 years,2013,55,314176,17.51
South Carolina,5-9 years,2013,47,301858,15.57
South Dakota,1-4 years,2013,20,47577,42.04
Tennessee,1-4 years,2013,78,319542,24.41
Tennessee,10-14 years,2013,60,426947,14.05
Tennessee,15-19 years,2013,75,425354,17.630000000000003
Tennessee,5-9 years,2013,54,417471,12.940000000000001
Tennessee,< 1 year,2013,26,79360,32.760000000000005
Texas,1-4 years,2013,367,1543964,23.77
Texas,10-14 years,2013,313,1984580,15.77
Texas,15-19 years,2013,405,1921207,21.080000000000002
Texas,5-9 years,2013,296,1988291,14.89
Texas,< 1 year,2013,130,379749,34.230000000000004
Utah,1-4 years,2013,53,203881,26
Utah,10-14 years,2013,36,247486,14.55
Utah,15-19 years,2013,55,226343,24.3
Utah,5-9 years,2013,25,260114,9.61
Utah,< 1 year,2013,18,51490,34.96
Virginia,1-4 years,2013,94,407234,23.080000000000002
Virginia,10-14 years,2013,49,526376,9.31
Virginia,15-19 years,2013,118,546256,21.6
Virginia,5-9 years,2013,59,521882,11.31
