cancer_site,state,count,population,crude_rate_100k
III(e) Other specified intracranial/intraspinal neoplasms,Iowa,17,18924991,0.09000000000000001
III(e) Other specified intracranial/intraspinal neoplasms,Kansas,16,18406535,0.09000000000000001
III(e) Other specified intracranial/intraspinal neoplasms,Louisiana,26,29086064,0.09000000000000001
III(e) Other specified intracranial/intraspinal neoplasms,Maryland,19,34984232,0.05
III(e) Other specified intracranial/intraspinal neoplasms,Massachusetts,29,37580693,0.08000000000000002
III(e) Other specified intracranial/intraspinal neoplasms,Michigan,58,61154757,0.09000000000000001
III(e) Other specified intracranial/intraspinal neoplasms,Minnesota,18,33142582,0.05
III(e) Other specified intracranial/intraspinal neoplasms,New Jersey,28,52654520,0.05
III(e) Other specified intracranial/intraspinal neoplasms,New York,99,113517852,0.09000000000000001
III(e) Other specified intracranial/intraspinal neoplasms,North Carolina,40,56649928,0.06999999999999999
III(e) Other specified intracranial/intraspinal neoplasms,North Dakota,0,4266274,0
III(e) Other specified intracranial/intraspinal neoplasms,Ohio,40,70366333,0.06
III(e) Other specified intracranial/intraspinal neoplasms,Oklahoma,16,23756620,0.06999999999999999
III(e) Other specified intracranial/intraspinal neoplasms,Pennsylvania,48,72683727,0.06999999999999999
III(e) Other specified intracranial/intraspinal neoplasms,South Carolina,21,27583495,0.08000000000000002
III(e) Other specified intracranial/intraspinal neoplasms,South Dakota,0,4834317,0
III(e) Other specified intracranial/intraspinal neoplasms,Tennessee,26,37884392,0.06999999999999999
III(e) Other specified intracranial/intraspinal neoplasms,Texas,123,172599550,0.06999999999999999
III(e) Other specified intracranial/intraspinal neoplasms,Virginia,21,47413830,0.04000000000000001
III(e) Other specified intracranial/intraspinal neoplasms,Washington,21,40520105,0.05
III(e) Other specified intracranial/intraspinal neoplasms,Wisconsin,25,34329682,0.06999999999999999
III(f) Unspecified intracranial and intraspinal neoplasms,Alabama,108,28877079,0.37000000000000005
III(f) Unspecified intracranial and intraspinal neoplasms,Arizona,20,39775657,0.05
III(f) Unspecified intracranial and intraspinal neoplasms,California,44,236070538,0.020000000000000004
III(f) Unspecified intracranial and intraspinal neoplasms,Colorado,21,30887289,0.06999999999999999
III(f) Unspecified intracranial and intraspinal neoplasms,District of Columbia,0,3083338,0
III(f) Unspecified intracranial and intraspinal neoplasms,Florida,60,102863635,0.06
III(f) Unspecified intracranial and intraspinal neoplasms,Georgia,25,62011319,0.04000000000000001
III(f) Unspecified intracranial and intraspinal neoplasms,Illinois,20,79093866,0.03
III(f) Unspecified intracranial and intraspinal neoplasms,Louisiana,19,29086064,0.06999999999999999
III(f) Unspecified intracranial and intraspinal neoplasms,Maryland,38,34984232,0.11000000000000001
III(f) Unspecified intracranial and intraspinal neoplasms,Massachusetts,18,37580693,0.05
III(f) Unspecified intracranial and intraspinal neoplasms,Michigan,18,61154757,0.03
III(f) Unspecified intracranial and intraspinal neoplasms,Missouri,17,36266473,0.05
III(f) Unspecified intracranial and intraspinal neoplasms,Montana,0,5846055,0
III(f) Unspecified intracranial and intraspinal neoplasms,New Jersey,23,52654520,0.04000000000000001
III(f) Unspecified intracranial and intraspinal neoplasms,New York,40,113517852,0.04000000000000001
III(f) Unspecified intracranial and intraspinal neoplasms,North Carolina,17,56649928,0.03
III(f) Unspecified intracranial and intraspinal neoplasms,Ohio,26,70366333,0.04000000000000001
III(f) Unspecified intracranial and intraspinal neoplasms,Oklahoma,28,23756620,0.12
III(f) Unspecified intracranial and intraspinal neoplasms,Pennsylvania,34,72683727,0.05
III(f) Unspecified intracranial and intraspinal neoplasms,Tennessee,19,37884392,0.05
III(f) Unspecified intracranial and intraspinal neoplasms,Texas,144,172599550,0.08000000000000002
III(f) Unspecified intracranial and intraspinal neoplasms,Virginia,27,47413830,0.06
III(f) Unspecified intracranial and intraspinal neoplasms,Wisconsin,22,34329682,0.06
IV Sympathetic nervous system tumors,Alabama,232,28877079,0.8
IV Sympathetic nervous system tumors,Alaska,42,4720625,0.8900000000000001
IV Sympathetic nervous system tumors,Arizona,313,39775657,0.79
IV Sympathetic nervous system tumors,Arkansas,158,17898158,0.8800000000000001
IV Sympathetic nervous system tumors,California,1637,236070538,0.6900000000000001
IV Sympathetic nervous system tumors,Colorado,259,30887289,0.8400000000000001
IV Sympathetic nervous system tumors,Connecticut,190,20830240,0.91
IV Sympathetic nervous system tumors,Delaware,52,5268436,0.9900000000000001
IV Sympathetic nervous system tumors,District of Columbia,32,3083338,1.04
IV Sympathetic nervous system tumors,Florida,1029,102863635,1
IV Sympathetic nervous system tumors,Georgia,549,62011319,0.8900000000000001
IV Sympathetic nervous system tumors,Hawaii,62,7747695,0.8
IV Sympathetic nervous system tumors,Idaho,82,10734756,0.76
IV Sympathetic nervous system tumors,Illinois,694,79093866,0.8800000000000001
IV Sympathetic nervous system tumors,Indiana,370,37414578,0.9900000000000001
IV Sympathetic nervous system tumors,Iowa,153,18924991,0.81
IV Sympathetic nervous system tumors,Kansas,158,18406535,0.86
IV Sympathetic nervous system tumors,Kentucky,248,25974328,0.9500000000000001
IV Sympathetic nervous system tumors,Louisiana,225,29086064,0.77
IV Sympathetic nervous system tumors,Maine,74,7144119,1.04
IV Sympathetic nervous system tumors,Maryland,278,34984232,0.79
IV Sympathetic nervous system tumors,Massachusetts,420,37580693,1.1199999999999999
IV Sympathetic nervous system tumors,Michigan,637,61154757,1.04
IV Sympathetic nervous system tumors,Minnesota,323,33142582,0.97
IV Sympathetic nervous system tumors,Mississippi,107,15669603,0.68
IV Sympathetic nervous system tumors,Missouri,304,36266473,0.8400000000000001
IV Sympathetic nervous system tumors,Montana,46,5846055,0.79
IV Sympathetic nervous system tumors,Nebraska,110,11903430,0.9199999999999999
IV Sympathetic nervous system tumors,Nevada,94,16014625,0.5900000000000001
IV Sympathetic nervous system tumors,New Hampshire,61,7453487,0.82
IV Sympathetic nervous system tumors,New Jersey,453,52654520,0.86
IV Sympathetic nervous system tumors,New Mexico,81,12904509,0.63
IV Sympathetic nervous system tumors,New York,1027,113517852,0.9
IV Sympathetic nervous system tumors,North Carolina,471,56649928,0.8300000000000001
IV Sympathetic nervous system tumors,North Dakota,32,4266274,0.75
IV Sympathetic nervous system tumors,Ohio,658,70366333,0.9400000000000001
IV Sympathetic nervous system tumors,Oklahoma,194,23756620,0.82
IV Sympathetic nervous system tumors,Oregon,168,22097759,0.76
IV Sympathetic nervous system tumors,Pennsylvania,776,72683727,1.07
IV Sympathetic nervous system tumors,Rhode Island,51,6082080,0.8400000000000001
IV Sympathetic nervous system tumors,South Carolina,216,27583495,0.78
IV Sympathetic nervous system tumors,South Dakota,30,4834317,0.6200000000000001
IV Sympathetic nervous system tumors,Tennessee,310,37884392,0.82
IV Sympathetic nervous system tumors,Texas,1457,172599550,0.8400000000000001
IV Sympathetic nervous system tumors,Utah,191,21588203,0.8800000000000001
IV Sympathetic nervous system tumors,Vermont,30,3490801,0.86
IV Sympathetic nervous system tumors,Virginia,408,47413830,0.86
IV Sympathetic nervous system tumors,Washington,368,40520105,0.91
IV Sympathetic nervous system tumors,West Virginia,83,9950567,0.8300000000000001
IV Sympathetic nervous system tumors,Wisconsin,308,34329682,0.9
IV Sympathetic nervous system tumors,Wyoming,29,3396153,0.8500000000000001
IV(a) Neuroblastoma and ganglioneuroblastoma,Alabama,227,28877079,0.79
IV(a) Neuroblastoma and ganglioneuroblastoma,Alaska,41,4720625,0.87
IV(a) Neuroblastoma and ganglioneuroblastoma,Arizona,305,39775657,0.77
IV(a) Neuroblastoma and ganglioneuroblastoma,Arkansas,153,17898158,0.8500000000000001
IV(a) Neuroblastoma and ganglioneuroblastoma,California,1590,236070538,0.67
IV(a) Neuroblastoma and ganglioneuroblastoma,Colorado,252,30887289,0.82
IV(a) Neuroblastoma and ganglioneuroblastoma,Connecticut,184,20830240,0.8800000000000001
IV(a) Neuroblastoma and ganglioneuroblastoma,Delaware,52,5268436,0.9900000000000001
IV(a) Neuroblastoma and ganglioneuroblastoma,District of Columbia,32,3083338,1.04
IV(a) Neuroblastoma and ganglioneuroblastoma,Florida,985,102863635,0.96
IV(a) Neuroblastoma and ganglioneuroblastoma,Georgia,525,62011319,0.8500000000000001
IV(a) Neuroblastoma and ganglioneuroblastoma,Hawaii,59,7747695,0.76
IV(a) Neuroblastoma and ganglioneuroblastoma,Idaho,79,10734756,0.7400000000000001
IV(a) Neuroblastoma and ganglioneuroblastoma,Illinois,674,79093866,0.8500000000000001
IV(a) Neuroblastoma and ganglioneuroblastoma,Indiana,363,37414578,0.97
IV(a) Neuroblastoma and ganglioneuroblastoma,Iowa,148,18924991,0.78
IV(a) Neuroblastoma and ganglioneuroblastoma,Kansas,155,18406535,0.8400000000000001
IV(a) Neuroblastoma and ganglioneuroblastoma,Kentucky,245,25974328,0.9400000000000001
IV(a) Neuroblastoma and ganglioneuroblastoma,Louisiana,217,29086064,0.75
IV(a) Neuroblastoma and ganglioneuroblastoma,Maine,72,7144119,1.01
IV(a) Neuroblastoma and ganglioneuroblastoma,Maryland,269,34984232,0.77
IV(a) Neuroblastoma and ganglioneuroblastoma,Massachusetts,408,37580693,1.09
IV(a) Neuroblastoma and ganglioneuroblastoma,Michigan,625,61154757,1.02
IV(a) Neuroblastoma and ganglioneuroblastoma,Minnesota,316,33142582,0.9500000000000001
IV(a) Neuroblastoma and ganglioneuroblastoma,Mississippi,101,15669603,0.6400000000000001
IV(a) Neuroblastoma and ganglioneuroblastoma,Missouri,292,36266473,0.81
IV(a) Neuroblastoma and ganglioneuroblastoma,Montana,46,5846055,0.79
IV(a) Neuroblastoma and ganglioneuroblastoma,Nebraska,108,11903430,0.91
IV(a) Neuroblastoma and ganglioneuroblastoma,Nevada,90,16014625,0.5599999999999999
IV(a) Neuroblastoma and ganglioneuroblastoma,New Hampshire,60,7453487,0.8
IV(a) Neuroblastoma and ganglioneuroblastoma,New Jersey,435,52654520,0.8300000000000001
IV(a) Neuroblastoma and ganglioneuroblastoma,New Mexico,79,12904509,0.61
IV(a) Neuroblastoma and ganglioneuroblastoma,New York,991,113517852,0.87
IV(a) Neuroblastoma and ganglioneuroblastoma,North Carolina,458,56649928,0.81
IV(a) Neuroblastoma and ganglioneuroblastoma,North Dakota,31,4266274,0.73
IV(a) Neuroblastoma and ganglioneuroblastoma,Ohio,635,70366333,0.9
IV(a) Neuroblastoma and ganglioneuroblastoma,Oklahoma,190,23756620,0.8
IV(a) Neuroblastoma and ganglioneuroblastoma,Oregon,165,22097759,0.75
IV(a) Neuroblastoma and ganglioneuroblastoma,Pennsylvania,752,72683727,1.03
IV(a) Neuroblastoma and ganglioneuroblastoma,Rhode Island,50,6082080,0.82
IV(a) Neuroblastoma and ganglioneuroblastoma,South Carolina,215,27583495,0.78
IV(a) Neuroblastoma and ganglioneuroblastoma,South Dakota,30,4834317,0.6200000000000001
IV(a) Neuroblastoma and ganglioneuroblastoma,Tennessee,306,37884392,0.81
IV(a) Neuroblastoma and ganglioneuroblastoma,Texas,1396,172599550,0.81
IV(a) Neuroblastoma and ganglioneuroblastoma,Utah,179,21588203,0.8300000000000001
IV(a) Neuroblastoma and ganglioneuroblastoma,Vermont,29,3490801,0.8300000000000001
IV(a) Neuroblastoma and ganglioneuroblastoma,Virginia,402,47413830,0.8500000000000001
IV(a) Neuroblastoma and ganglioneuroblastoma,Washington,355,40520105,0.8800000000000001
IV(a) Neuroblastoma and ganglioneuroblastoma,West Virginia,82,9950567,0.82
IV(a) Neuroblastoma and ganglioneuroblastoma,Wisconsin,292,34329682,0.8500000000000001
IV(a) Neuroblastoma and ganglioneuroblastoma,Wyoming,28,3396153,0.82
IV(b) Other peripheral nervous cell tumors,California,47,236070538,0.020000000000000004
IV(b) Other peripheral nervous cell tumors,Delaware,0,5268436,0
IV(b) Other peripheral nervous cell tumors,District of Columbia,0,3083338,0
IV(b) Other peripheral nervous cell tumors,Florida,44,102863635,0.04000000000000001
IV(b) Other peripheral nervous cell tumors,Georgia,24,62011319,0.04000000000000001
IV(b) Other peripheral nervous cell tumors,Illinois,20,79093866,0.03
IV(b) Other peripheral nervous cell tumors,Montana,0,5846055,0
IV(b) Other peripheral nervous cell tumors,New Jersey,18,52654520,0.03
IV(b) Other peripheral nervous cell tumors,New York,36,113517852,0.03
IV(b) Other peripheral nervous cell tumors,Ohio,23,70366333,0.03
IV(b) Other peripheral nervous cell tumors,Pennsylvania,24,72683727,0.03
IV(b) Other peripheral nervous cell tumors,South Dakota,0,4834317,0
IV(b) Other peripheral nervous cell tumors,Texas,61,172599550,0.04000000000000001
IV(b) Other peripheral nervous cell tumors,Wisconsin,16,34329682,0.05
V Retinoblastoma,Alabama,65,28877079,0.22999999999999998
V Retinoblastoma,Arizona,144,39775657,0.36000000000000004
V Retinoblastoma,Arkansas,48,17898158,0.27
V Retinoblastoma,California,751,236070538,0.32000000000000006
V Retinoblastoma,Colorado,107,30887289,0.35000000000000003
V Retinoblastoma,Connecticut,70,20830240,0.34
V Retinoblastoma,Delaware,22,5268436,0.42000000000000004
V Retinoblastoma,District of Columbia,18,3083338,0.58
V Retinoblastoma,Florida,347,102863635,0.34
V Retinoblastoma,Georgia,235,62011319,0.38
V Retinoblastoma,Hawaii,17,7747695,0.22000000000000003
V Retinoblastoma,Idaho,28,10734756,0.26
V Retinoblastoma,Illinois,235,79093866,0.30000000000000004
V Retinoblastoma,Indiana,95,37414578,0.25
V Retinoblastoma,Iowa,56,18924991,0.30000000000000004
V Retinoblastoma,Kansas,47,18406535,0.26
V Retinoblastoma,Kentucky,95,25974328,0.37000000000000005
V Retinoblastoma,Louisiana,78,29086064,0.27
V Retinoblastoma,Maryland,92,34984232,0.26
V Retinoblastoma,Massachusetts,99,37580693,0.26
V Retinoblastoma,Michigan,210,61154757,0.34
V Retinoblastoma,Minnesota,85,33142582,0.26
V Retinoblastoma,Mississippi,47,15669603,0.30000000000000004
V Retinoblastoma,Missouri,95,36266473,0.26
V Retinoblastoma,Nebraska,40,11903430,0.34
V Retinoblastoma,Nevada,42,16014625,0.26
V Retinoblastoma,New Jersey,152,52654520,0.29
V Retinoblastoma,New Mexico,36,12904509,0.27999999999999997
V Retinoblastoma,New York,429,113517852,0.38
V Retinoblastoma,North Carolina,176,56649928,0.31000000000000005
V Retinoblastoma,Ohio,220,70366333,0.31000000000000005
V Retinoblastoma,Oklahoma,77,23756620,0.32000000000000006
V Retinoblastoma,Oregon,61,22097759,0.27999999999999997
V Retinoblastoma,Pennsylvania,229,72683727,0.32000000000000006
V Retinoblastoma,Rhode Island,20,6082080,0.33
V Retinoblastoma,South Carolina,75,27583495,0.27
V Retinoblastoma,Tennessee,127,37884392,0.34
V Retinoblastoma,Texas,610,172599550,0.35000000000000003
V Retinoblastoma,Utah,71,21588203,0.33
V Retinoblastoma,Virginia,113,47413830,0.24
V Retinoblastoma,Washington,129,40520105,0.32000000000000006
V Retinoblastoma,West Virginia,38,9950567,0.38
V Retinoblastoma,Wisconsin,95,34329682,0.27999999999999997
VI Renal tumors,Alabama,212,28877079,0.73
VI Renal tumors,Alaska,37,4720625,0.78
VI Renal tumors,Arizona,244,39775657,0.61
VI Renal tumors,Arkansas,115,17898158,0.6400000000000001
VI Renal tumors,California,1396,236070538,0.5900000000000001
VI Renal tumors,Colorado,220,30887289,0.71
VI Renal tumors,Connecticut,128,20830240,0.61
VI Renal tumors,Delaware,39,5268436,0.7400000000000001
VI Renal tumors,District of Columbia,21,3083338,0.68
VI Renal tumors,Florida,753,102863635,0.73
VI Renal tumors,Georgia,469,62011319,0.76
VI Renal tumors,Hawaii,33,7747695,0.43
VI Renal tumors,Idaho,76,10734756,0.71
VI Renal tumors,Illinois,496,79093866,0.63
VI Renal tumors,Indiana,281,37414578,0.75
VI Renal tumors,Iowa,124,18924991,0.66
VI Renal tumors,Kansas,125,18406535,0.68
VI Renal tumors,Kentucky,172,25974328,0.66
VI Renal tumors,Louisiana,213,29086064,0.73
VI Renal tumors,Maine,36,7144119,0.5
VI Renal tumors,Maryland,266,34984232,0.76
VI Renal tumors,Massachusetts,251,37580693,0.67
VI Renal tumors,Michigan,456,61154757,0.75
VI Renal tumors,Minnesota,277,33142582,0.8400000000000001
VI Renal tumors,Mississippi,106,15669603,0.68
VI Renal tumors,Missouri,244,36266473,0.67
VI Renal tumors,Montana,52,5846055,0.8900000000000001
VI Renal tumors,Nebraska,83,11903430,0.7000000000000001
VI Renal tumors,Nevada,107,16014625,0.67
VI Renal tumors,New Hampshire,48,7453487,0.6400000000000001
VI Renal tumors,New Jersey,400,52654520,0.76
VI Renal tumors,New Mexico,56,12904509,0.43
VI Renal tumors,New York,829,113517852,0.73
VI Renal tumors,North Carolina,428,56649928,0.76
VI Renal tumors,North Dakota,22,4266274,0.52
VI Renal tumors,Ohio,479,70366333,0.68
VI Renal tumors,Oklahoma,195,23756620,0.82
VI Renal tumors,Oregon,164,22097759,0.7400000000000001
VI Renal tumors,Pennsylvania,499,72683727,0.6900000000000001
VI Renal tumors,Rhode Island,43,6082080,0.71
VI Renal tumors,South Carolina,215,27583495,0.78
VI Renal tumors,South Dakota,31,4834317,0.6400000000000001
VI Renal tumors,Tennessee,286,37884392,0.75
VI Renal tumors,Texas,1131,172599550,0.66
VI Renal tumors,Utah,130,21588203,0.6000000000000001
VI Renal tumors,Vermont,20,3490801,0.5700000000000001
VI Renal tumors,Virginia,311,47413830,0.66
VI Renal tumors,Washington,296,40520105,0.73
VI Renal tumors,West Virginia,81,9950567,0.81
VI Renal tumors,Wisconsin,228,34329682,0.66
VI Renal tumors,Wyoming,26,3396153,0.77
VI(a) Nephroblastoma and other nonepithelial renal tumors,Alabama,177,28877079,0.61
VI(a) Nephroblastoma and other nonepithelial renal tumors,Alaska,36,4720625,0.76
VI(a) Nephroblastoma and other nonepithelial renal tumors,Arizona,222,39775657,0.5599999999999999
VI(a) Nephroblastoma and other nonepithelial renal tumors,Arkansas,104,17898158,0.58
VI(a) Nephroblastoma and other nonepithelial renal tumors,California,1283,236070538,0.54
VI(a) Nephroblastoma and other nonepithelial renal tumors,Colorado,201,30887289,0.65
VI(a) Nephroblastoma and other nonepithelial renal tumors,Connecticut,107,20830240,0.51
VI(a) Nephroblastoma and other nonepithelial renal tumors,Delaware,34,5268436,0.65
VI(a) Nephroblastoma and other nonepithelial renal tumors,District of Columbia,19,3083338,0.6200000000000001
VI(a) Nephroblastoma and other nonepithelial renal tumors,Florida,668,102863635,0.65
VI(a) Nephroblastoma and other nonepithelial renal tumors,Georgia,418,62011319,0.67
VI(a) Nephroblastoma and other nonepithelial renal tumors,Hawaii,28,7747695,0.36000000000000004
VI(a) Nephroblastoma and other nonepithelial renal tumors,Idaho,70,10734756,0.65
VI(a) Nephroblastoma and other nonepithelial renal tumors,Illinois,448,79093866,0.5700000000000001
VI(a) Nephroblastoma and other nonepithelial renal tumors,Indiana,245,37414578,0.65
VI(a) Nephroblastoma and other nonepithelial renal tumors,Iowa,118,18924991,0.6200000000000001
VI(a) Nephroblastoma and other nonepithelial renal tumors,Kansas,115,18406535,0.6200000000000001
VI(a) Nephroblastoma and other nonepithelial renal tumors,Kentucky,156,25974328,0.6000000000000001
VI(a) Nephroblastoma and other nonepithelial renal tumors,Louisiana,183,29086064,0.63
VI(a) Nephroblastoma and other nonepithelial renal tumors,Maine,34,7144119,0.48
VI(a) Nephroblastoma and other nonepithelial renal tumors,Maryland,227,34984232,0.65
VI(a) Nephroblastoma and other nonepithelial renal tumors,Massachusetts,220,37580693,0.5900000000000001
VI(a) Nephroblastoma and other nonepithelial renal tumors,Michigan,404,61154757,0.66
VI(a) Nephroblastoma and other nonepithelial renal tumors,Minnesota,260,33142582,0.78
VI(a) Nephroblastoma and other nonepithelial renal tumors,Mississippi,92,15669603,0.5900000000000001
VI(a) Nephroblastoma and other nonepithelial renal tumors,Missouri,218,36266473,0.6000000000000001
VI(a) Nephroblastoma and other nonepithelial renal tumors,Montana,47,5846055,0.8
VI(a) Nephroblastoma and other nonepithelial renal tumors,Nebraska,77,11903430,0.65
VI(a) Nephroblastoma and other nonepithelial renal tumors,Nevada,102,16014625,0.6400000000000001
VI(a) Nephroblastoma and other nonepithelial renal tumors,New Hampshire,46,7453487,0.6200000000000001
VI(a) Nephroblastoma and other nonepithelial renal tumors,New Jersey,355,52654520,0.67
VI(a) Nephroblastoma and other nonepithelial renal tumors,New Mexico,52,12904509,0.4
VI(a) Nephroblastoma and other nonepithelial renal tumors,New York,738,113517852,0.65
VI(a) Nephroblastoma and other nonepithelial renal tumors,North Carolina,379,56649928,0.67
VI(a) Nephroblastoma and other nonepithelial renal tumors,North Dakota,20,4266274,0.47000000000000003
VI(a) Nephroblastoma and other nonepithelial renal tumors,Ohio,436,70366333,0.6200000000000001
VI(a) Nephroblastoma and other nonepithelial renal tumors,Oklahoma,182,23756620,0.77
VI(a) Nephroblastoma and other nonepithelial renal tumors,Oregon,149,22097759,0.67
VI(a) Nephroblastoma and other nonepithelial renal tumors,Pennsylvania,455,72683727,0.63
VI(a) Nephroblastoma and other nonepithelial renal tumors,Rhode Island,40,6082080,0.66
VI(a) Nephroblastoma and other nonepithelial renal tumors,South Carolina,186,27583495,0.67
VI(a) Nephroblastoma and other nonepithelial renal tumors,South Dakota,26,4834317,0.54
VI(a) Nephroblastoma and other nonepithelial renal tumors,Tennessee,250,37884392,0.66
VI(a) Nephroblastoma and other nonepithelial renal tumors,Texas,1000,172599550,0.58
VI(a) Nephroblastoma and other nonepithelial renal tumors,Utah,120,21588203,0.5599999999999999
VI(a) Nephroblastoma and other nonepithelial renal tumors,Vermont,18,3490801,0.52
VI(a) Nephroblastoma and other nonepithelial renal tumors,Virginia,287,47413830,0.61
VI(a) Nephroblastoma and other nonepithelial renal tumors,Washington,262,40520105,0.65
VI(a) Nephroblastoma and other nonepithelial renal tumors,West Virginia,75,9950567,0.75
VI(a) Nephroblastoma and other nonepithelial renal tumors,Wisconsin,205,34329682,0.6000000000000001
VI(a) Nephroblastoma and other nonepithelial renal tumors,Wyoming,25,3396153,0.7400000000000001
VI(b) Renal carcinomas,Alabama,21,28877079,0.06999999999999999
VI(b) Renal carcinomas,Arizona,20,39775657,0.05
VI(b) Renal carcinomas,California,108,236070538,0.05
VI(b) Renal carcinomas,Colorado,17,30887289,0.06
VI(b) Renal carcinomas,Connecticut,21,20830240,0.1
VI(b) Renal carcinomas,Florida,82,102863635,0.08000000000000002
VI(b) Renal carcinomas,Georgia,51,62011319,0.08000000000000002
VI(b) Renal carcinomas,Illinois,46,79093866,0.06
VI(b) Renal carcinomas,Indiana,36,37414578,0.1
VI(b) Renal carcinomas,Louisiana,26,29086064,0.09000000000000001
VI(b) Renal carcinomas,Maryland,35,34984232,0.1
VI(b) Renal carcinomas,Massachusetts,31,37580693,0.08000000000000002
VI(b) Renal carcinomas,Michigan,50,61154757,0.08000000000000002
VI(b) Renal carcinomas,Minnesota,17,33142582,0.05
VI(b) Renal carcinomas,Missouri,26,36266473,0.06999999999999999
VI(b) Renal carcinomas,New Jersey,45,52654520,0.09000000000000001
VI(b) Renal carcinomas,New York,91,113517852,0.08000000000000002
VI(b) Renal carcinomas,North Carolina,48,56649928,0.08000000000000002
VI(b) Renal carcinomas,Ohio,41,70366333,0.06
VI(b) Renal carcinomas,Pennsylvania,43,72683727,0.06
VI(b) Renal carcinomas,South Carolina,26,27583495,0.09000000000000001
VI(b) Renal carcinomas,Tennessee,35,37884392,0.09000000000000001
VI(b) Renal carcinomas,Texas,119,172599550,0.06999999999999999
VI(b) Renal carcinomas,Virginia,24,47413830,0.05
VI(b) Renal carcinomas,Washington,33,40520105,0.08000000000000002
VI(b) Renal carcinomas,Wisconsin,22,34329682,0.06
VI(c) Unspecified malignant renal tumors,Alaska,0,4720625,0
VI(c) Unspecified malignant renal tumors,Connecticut,0,20830240,0
VI(c) Unspecified malignant renal tumors,Delaware,0,5268436,0
VI(c) Unspecified malignant renal tumors,District of Columbia,0,3083338,0
VI(c) Unspecified malignant renal tumors,Georgia,0,62011319,0
VI(c) Unspecified malignant renal tumors,Hawaii,0,7747695,0
VI(c) Unspecified malignant renal tumors,Idaho,0,10734756,0
VI(c) Unspecified malignant renal tumors,Indiana,0,37414578,0
VI(c) Unspecified malignant renal tumors,Iowa,0,18924991,0
VI(c) Unspecified malignant renal tumors,Kansas,0,18406535,0
VI(c) Unspecified malignant renal tumors,Maine,0,7144119,0
VI(c) Unspecified malignant renal tumors,Massachusetts,0,37580693,0
VI(c) Unspecified malignant renal tumors,Minnesota,0,33142582,0
VI(c) Unspecified malignant renal tumors,Mississippi,0,15669603,0
VI(c) Unspecified malignant renal tumors,Missouri,0,36266473,0
VI(c) Unspecified malignant renal tumors,Montana,0,5846055,0
VI(c) Unspecified malignant renal tumors,Nebraska,0,11903430,0
VI(c) Unspecified malignant renal tumors,Nevada,0,16014625,0
VI(c) Unspecified malignant renal tumors,New Jersey,0,52654520,0
VI(c) Unspecified malignant renal tumors,New Mexico,0,12904509,0
VI(c) Unspecified malignant renal tumors,New York,0,113517852,0
VI(c) Unspecified malignant renal tumors,North Dakota,0,4266274,0
VI(c) Unspecified malignant renal tumors,Oregon,0,22097759,0
VI(c) Unspecified malignant renal tumors,Rhode Island,0,6082080,0
VI(c) Unspecified malignant renal tumors,South Dakota,0,4834317,0
VI(c) Unspecified malignant renal tumors,Vermont,0,3490801,0
VI(c) Unspecified malignant renal tumors,Virginia,0,47413830,0
VI(c) Unspecified malignant renal tumors,Wyoming,0,3396153,0
VII Hepatic tumor,Alabama,65,28877079,0.22999999999999998
VII Hepatic tumor,Alaska,16,4720625,0.34
VII Hepatic tumor,Arizona,107,39775657,0.27
VII Hepatic tumor,Arkansas,34,17898158,0.19
VII Hepatic tumor,California,668,236070538,0.27999999999999997
VII Hepatic tumor,Colorado,72,30887289,0.22999999999999998
VII Hepatic tumor,Connecticut,59,20830240,0.27999999999999997
VII Hepatic tumor,Florida,265,102863635,0.26
VII Hepatic tumor,Georgia,128,62011319,0.21000000000000002
VII Hepatic tumor,Hawaii,21,7747695,0.27
VII Hepatic tumor,Idaho,24,10734756,0.22000000000000003
VII Hepatic tumor,Illinois,184,79093866,0.22999999999999998
VII Hepatic tumor,Indiana,95,37414578,0.25
VII Hepatic tumor,Iowa,56,18924991,0.30000000000000004
VII Hepatic tumor,Kansas,51,18406535,0.27999999999999997
VII Hepatic tumor,Kentucky,82,25974328,0.32000000000000006
VII Hepatic tumor,Louisiana,78,29086064,0.27
VII Hepatic tumor,Maryland,83,34984232,0.24
VII Hepatic tumor,Massachusetts,98,37580693,0.26
VII Hepatic tumor,Michigan,140,61154757,0.22999999999999998
VII Hepatic tumor,Minnesota,101,33142582,0.30000000000000004
VII Hepatic tumor,Mississippi,28,15669603,0.18000000000000002
VII Hepatic tumor,Missouri,91,36266473,0.25
VII Hepatic tumor,Montana,18,5846055,0.31000000000000005
VII Hepatic tumor,Nebraska,22,11903430,0.18000000000000002
VII Hepatic tumor,Nevada,54,16014625,0.34
VII Hepatic tumor,New Hampshire,18,7453487,0.24
VII Hepatic tumor,New Jersey,113,52654520,0.21000000000000002
VII Hepatic tumor,New Mexico,33,12904509,0.26
VII Hepatic tumor,New York,315,113517852,0.27999999999999997
VII Hepatic tumor,North Carolina,135,56649928,0.24
VII Hepatic tumor,Ohio,188,70366333,0.27
VII Hepatic tumor,Oklahoma,75,23756620,0.32000000000000006
VII Hepatic tumor,Oregon,52,22097759,0.24
VII Hepatic tumor,Pennsylvania,176,72683727,0.24
VII Hepatic tumor,Rhode Island,22,6082080,0.36000000000000004
VII Hepatic tumor,South Carolina,65,27583495,0.24
VII Hepatic tumor,Tennessee,85,37884392,0.22000000000000003
VII Hepatic tumor,Texas,487,172599550,0.27999999999999997
VII Hepatic tumor,Utah,63,21588203,0.29
