cancer_site,state,sex,count,population,crude_rate_100k
VII Hepatic tumor,Oklahoma,Female,35,11570306,0.30000000000000004
VII Hepatic tumor,Oklahoma,Male,40,12186314,0.33
VII Hepatic tumor,Oregon,Female,25,10773308,0.22999999999999998
VII Hepatic tumor,Oregon,Male,27,11324451,0.24
VII Hepatic tumor,Pennsylvania,Female,64,35510719,0.18000000000000002
VII Hepatic tumor,Pennsylvania,Male,112,37173008,0.30000000000000004
VII Hepatic tumor,South Carolina,Female,25,13498914,0.19
VII Hepatic tumor,South Carolina,Male,40,14084581,0.27999999999999997
VII Hepatic tumor,Tennessee,Female,35,18500186,0.19
VII Hepatic tumor,Tennessee,Male,50,19384206,0.26
VII Hepatic tumor,Texas,Female,217,84248594,0.26
VII Hepatic tumor,Texas,Male,270,88350956,0.31000000000000005
VII Hepatic tumor,Utah,Female,30,10538554,0.27999999999999997
VII Hepatic tumor,Utah,Male,33,11049649,0.30000000000000004
VII Hepatic tumor,Virginia,Female,55,23185434,0.24
VII Hepatic tumor,Virginia,Male,50,24228396,0.21000000000000002
VII Hepatic tumor,Washington,Female,52,19738654,0.26
VII Hepatic tumor,Washington,Male,64,20781451,0.31000000000000005
VII Hepatic tumor,West Virginia,Male,16,5110992,0.31000000000000005
VII Hepatic tumor,Wisconsin,Female,27,16755799,0.16000000000000003
VII Hepatic tumor,Wisconsin,Male,45,17573883,0.26
VII(a) Hepatoblastoma,Alabama,Female,20,14140689,0.13999999999999999
VII(a) Hepatoblastoma,Alabama,Male,24,14736390,0.16000000000000003
VII(a) Hepatoblastoma,Arizona,Female,46,19406377,0.24
VII(a) Hepatoblastoma,Arizona,Male,43,20369280,0.21000000000000002
VII(a) Hepatoblastoma,Arkansas,Male,16,9169100,0.17
VII(a) Hepatoblastoma,California,Female,192,115078726,0.17
VII(a) Hepatoblastoma,California,Male,333,120991812,0.27999999999999997
VII(a) Hepatoblastoma,Colorado,Female,17,15025190,0.11000000000000001
VII(a) Hepatoblastoma,Colorado,Male,36,15862099,0.22999999999999998
VII(a) Hepatoblastoma,Connecticut,Female,18,10175364,0.18000000000000002
VII(a) Hepatoblastoma,Connecticut,Male,23,10654876,0.22000000000000003
VII(a) Hepatoblastoma,Florida,Female,81,50182775,0.16000000000000003
VII(a) Hepatoblastoma,Florida,Male,118,52680860,0.22000000000000003
VII(a) Hepatoblastoma,Georgia,Female,39,30321686,0.13
VII(a) Hepatoblastoma,Georgia,Male,61,31689633,0.19
VII(a) Hepatoblastoma,Illinois,Female,66,38604523,0.17
VII(a) Hepatoblastoma,Illinois,Male,80,40489343,0.2
VII(a) Hepatoblastoma,Indiana,Female,35,18245506,0.19
VII(a) Hepatoblastoma,Indiana,Male,42,19169072,0.22000000000000003
VII(a) Hepatoblastoma,Iowa,Female,23,9228398,0.25
VII(a) Hepatoblastoma,Iowa,Male,24,9696593,0.25
VII(a) Hepatoblastoma,Kansas,Male,31,9455616,0.33
VII(a) Hepatoblastoma,Kentucky,Female,26,12645562,0.21000000000000002
VII(a) Hepatoblastoma,Kentucky,Male,32,13328766,0.24
VII(a) Hepatoblastoma,Louisiana,Male,42,14826787,0.27999999999999997
VII(a) Hepatoblastoma,Maryland,Female,30,17122384,0.18000000000000002
VII(a) Hepatoblastoma,Maryland,Male,35,17861848,0.2
VII(a) Hepatoblastoma,Massachusetts,Female,25,18423690,0.13999999999999999
VII(a) Hepatoblastoma,Massachusetts,Male,53,19157003,0.27999999999999997
VII(a) Hepatoblastoma,Michigan,Female,42,29825800,0.13999999999999999
VII(a) Hepatoblastoma,Michigan,Male,57,31328957,0.18000000000000002
VII(a) Hepatoblastoma,Minnesota,Female,26,16188565,0.16000000000000003
VII(a) Hepatoblastoma,Minnesota,Male,47,16954017,0.27999999999999997
VII(a) Hepatoblastoma,Missouri,Female,30,17691930,0.17
VII(a) Hepatoblastoma,Missouri,Male,37,18574543,0.2
VII(a) Hepatoblastoma,Nevada,Male,21,8220353,0.26
VII(a) Hepatoblastoma,New Jersey,Female,33,25677915,0.13
VII(a) Hepatoblastoma,New Jersey,Male,47,26976605,0.17
VII(a) Hepatoblastoma,New York,Female,100,55453325,0.18000000000000002
VII(a) Hepatoblastoma,New York,Male,132,58064527,0.22999999999999998
VII(a) Hepatoblastoma,North Carolina,Female,39,27670201,0.13999999999999999
VII(a) Hepatoblastoma,North Carolina,Male,60,28979727,0.21000000000000002
VII(a) Hepatoblastoma,Ohio,Female,54,34368943,0.16000000000000003
VII(a) Hepatoblastoma,Ohio,Male,75,35997390,0.21000000000000002
VII(a) Hepatoblastoma,Oklahoma,Female,26,11570306,0.22000000000000003
VII(a) Hepatoblastoma,Oklahoma,Male,28,12186314,0.22999999999999998
VII(a) Hepatoblastoma,Oregon,Female,22,10773308,0.2
VII(a) Hepatoblastoma,Oregon,Male,22,11324451,0.19
VII(a) Hepatoblastoma,Pennsylvania,Female,51,35510719,0.13999999999999999
VII(a) Hepatoblastoma,Pennsylvania,Male,82,37173008,0.22000000000000003
VII(a) Hepatoblastoma,South Carolina,Female,18,13498914,0.13
VII(a) Hepatoblastoma,South Carolina,Male,31,14084581,0.22000000000000003
VII(a) Hepatoblastoma,Tennessee,Female,27,18500186,0.15000000000000002
VII(a) Hepatoblastoma,Tennessee,Male,38,19384206,0.2
VII(a) Hepatoblastoma,Texas,Female,150,84248594,0.18000000000000002
VII(a) Hepatoblastoma,Texas,Male,217,88350956,0.25
VII(a) Hepatoblastoma,Utah,Female,27,10538554,0.26
VII(a) Hepatoblastoma,Utah,Male,24,11049649,0.22000000000000003
VII(a) Hepatoblastoma,Virginia,Female,40,23185434,0.17
VII(a) Hepatoblastoma,Virginia,Male,44,24228396,0.18000000000000002
VII(a) Hepatoblastoma,Washington,Female,38,19738654,0.19
VII(a) Hepatoblastoma,Washington,Male,50,20781451,0.24
VII(a) Hepatoblastoma,Wisconsin,Female,20,16755799,0.12
VII(a) Hepatoblastoma,Wisconsin,Male,32,17573883,0.18000000000000002
VII(b) Hepatic carcinomas,Alaska,Male,0,2440694,0
VII(b) Hepatic carcinomas,California,Female,54,115078726,0.05
VII(b) Hepatic carcinomas,California,Male,86,120991812,0.06999999999999999
VII(b) Hepatic carcinomas,Delaware,Female,0,2591476,0
VII(b) Hepatic carcinomas,Florida,Female,34,50182775,0.06999999999999999
VII(b) Hepatic carcinomas,Florida,Male,31,52680860,0.06
VII(b) Hepatic carcinomas,Hawaii,Female,0,3750270,0
VII(b) Hepatic carcinomas,Illinois,Male,24,40489343,0.06
VII(b) Hepatic carcinomas,Maine,Male,0,3671569,0
VII(b) Hepatic carcinomas,Michigan,Female,20,29825800,0.06999999999999999
VII(b) Hepatic carcinomas,Michigan,Male,20,31328957,0.06
VII(b) Hepatic carcinomas,Minnesota,Male,17,16954017,0.1
VII(b) Hepatic carcinomas,New Jersey,Male,18,26976605,0.06999999999999999
VII(b) Hepatic carcinomas,New York,Female,38,55453325,0.06999999999999999
VII(b) Hepatic carcinomas,New York,Male,43,58064527,0.06999999999999999
VII(b) Hepatic carcinomas,North Carolina,Male,22,28979727,0.08000000000000002
VII(b) Hepatic carcinomas,North Dakota,Male,0,2194388,0
VII(b) Hepatic carcinomas,Ohio,Female,25,34368943,0.06999999999999999
VII(b) Hepatic carcinomas,Ohio,Male,31,35997390,0.09000000000000001
VII(b) Hepatic carcinomas,Pennsylvania,Male,28,37173008,0.08000000000000002
VII(b) Hepatic carcinomas,South Dakota,Male,0,2483465,0
VII(b) Hepatic carcinomas,Texas,Female,65,84248594,0.08000000000000002
VII(b) Hepatic carcinomas,Texas,Male,44,88350956,0.05
VII(b) Hepatic carcinomas,Wyoming,Female,0,1642684,0
VII(b) Hepatic carcinomas,Wyoming,Male,0,1753469,0
VII(c) Unspecified malignant hepatic tumors,Alaska,Female,0,2279931,0
VII(c) Unspecified malignant hepatic tumors,Alaska,Male,0,2440694,0
VII(c) Unspecified malignant hepatic tumors,Arizona,Female,0,19406377,0
VII(c) Unspecified malignant hepatic tumors,Arizona,Male,0,20369280,0
VII(c) Unspecified malignant hepatic tumors,Arkansas,Female,0,8729058,0
VII(c) Unspecified malignant hepatic tumors,Arkansas,Male,0,9169100,0
VII(c) Unspecified malignant hepatic tumors,Colorado,Male,0,15862099,0
VII(c) Unspecified malignant hepatic tumors,Connecticut,Male,0,10654876,0
VII(c) Unspecified malignant hepatic tumors,Delaware,Female,0,2591476,0
VII(c) Unspecified malignant hepatic tumors,Delaware,Male,0,2676960,0
VII(c) Unspecified malignant hepatic tumors,District of Columbia,Male,0,1533269,0
VII(c) Unspecified malignant hepatic tumors,Florida,Female,0,50182775,0
VII(c) Unspecified malignant hepatic tumors,Georgia,Female,0,30321686,0
VII(c) Unspecified malignant hepatic tumors,Georgia,Male,0,31689633,0
VII(c) Unspecified malignant hepatic tumors,Hawaii,Female,0,3750270,0
VII(c) Unspecified malignant hepatic tumors,Hawaii,Male,0,3997425,0
VII(c) Unspecified malignant hepatic tumors,Idaho,Female,0,5258478,0
VII(c) Unspecified malignant hepatic tumors,Idaho,Male,0,5476278,0
VII(c) Unspecified malignant hepatic tumors,Illinois,Female,0,38604523,0
VII(c) Unspecified malignant hepatic tumors,Illinois,Male,0,40489343,0
VII(c) Unspecified malignant hepatic tumors,Indiana,Female,0,18245506,0
VII(c) Unspecified malignant hepatic tumors,Indiana,Male,0,19169072,0
VII(c) Unspecified malignant hepatic tumors,Iowa,Female,0,9228398,0
VII(c) Unspecified malignant hepatic tumors,Iowa,Male,0,9696593,0
VII(c) Unspecified malignant hepatic tumors,Kansas,Female,0,8950919,0
VII(c) Unspecified malignant hepatic tumors,Kentucky,Female,0,12645562,0
VII(c) Unspecified malignant hepatic tumors,Kentucky,Male,0,13328766,0
VII(c) Unspecified malignant hepatic tumors,Louisiana,Female,0,14259277,0
VII(c) Unspecified malignant hepatic tumors,Louisiana,Male,0,14826787,0
VII(c) Unspecified malignant hepatic tumors,Maine,Female,0,3472550,0
VII(c) Unspecified malignant hepatic tumors,Maine,Male,0,3671569,0
VII(c) Unspecified malignant hepatic tumors,Maryland,Female,0,17122384,0
VII(c) Unspecified malignant hepatic tumors,Maryland,Male,0,17861848,0
VII(c) Unspecified malignant hepatic tumors,Massachusetts,Female,0,18423690,0
VII(c) Unspecified malignant hepatic tumors,Michigan,Male,0,31328957,0
VII(c) Unspecified malignant hepatic tumors,Minnesota,Female,0,16188565,0
VII(c) Unspecified malignant hepatic tumors,Minnesota,Male,0,16954017,0
VII(c) Unspecified malignant hepatic tumors,Mississippi,Female,0,7683130,0
VII(c) Unspecified malignant hepatic tumors,Mississippi,Male,0,7986473,0
VII(c) Unspecified malignant hepatic tumors,Missouri,Female,0,17691930,0
VII(c) Unspecified malignant hepatic tumors,Montana,Female,0,2835131,0
VII(c) Unspecified malignant hepatic tumors,Montana,Male,0,3010924,0
VII(c) Unspecified malignant hepatic tumors,Nebraska,Female,0,5805706,0
VII(c) Unspecified malignant hepatic tumors,Nebraska,Male,0,6097724,0
VII(c) Unspecified malignant hepatic tumors,Nevada,Female,0,7794272,0
VII(c) Unspecified malignant hepatic tumors,New Hampshire,Female,0,3642488,0
VII(c) Unspecified malignant hepatic tumors,New Hampshire,Male,0,3810999,0
VII(c) Unspecified malignant hepatic tumors,New Jersey,Female,0,25677915,0
VII(c) Unspecified malignant hepatic tumors,New Jersey,Male,0,26976605,0
VII(c) Unspecified malignant hepatic tumors,New Mexico,Female,0,6321366,0
VII(c) Unspecified malignant hepatic tumors,New Mexico,Male,0,6583143,0
VII(c) Unspecified malignant hepatic tumors,New York,Male,0,58064527,0
VII(c) Unspecified malignant hepatic tumors,North Carolina,Female,0,27670201,0
VII(c) Unspecified malignant hepatic tumors,North Dakota,Female,0,2071886,0
VII(c) Unspecified malignant hepatic tumors,North Dakota,Male,0,2194388,0
VII(c) Unspecified malignant hepatic tumors,Oklahoma,Female,0,11570306,0
VII(c) Unspecified malignant hepatic tumors,Oregon,Female,0,10773308,0
VII(c) Unspecified malignant hepatic tumors,Oregon,Male,0,11324451,0
VII(c) Unspecified malignant hepatic tumors,Pennsylvania,Female,0,35510719,0
VII(c) Unspecified malignant hepatic tumors,Rhode Island,Female,0,2983352,0
VII(c) Unspecified malignant hepatic tumors,Rhode Island,Male,0,3098728,0
VII(c) Unspecified malignant hepatic tumors,South Carolina,Female,0,13498914,0
VII(c) Unspecified malignant hepatic tumors,South Dakota,Female,0,2350852,0
VII(c) Unspecified malignant hepatic tumors,South Dakota,Male,0,2483465,0
VII(c) Unspecified malignant hepatic tumors,Tennessee,Male,0,19384206,0
VII(c) Unspecified malignant hepatic tumors,Utah,Female,0,10538554,0
VII(c) Unspecified malignant hepatic tumors,Utah,Male,0,11049649,0
VII(c) Unspecified malignant hepatic tumors,Vermont,Female,0,1694835,0
VII(c) Unspecified malignant hepatic tumors,Vermont,Male,0,1795966,0
VII(c) Unspecified malignant hepatic tumors,Virginia,Male,0,24228396,0
VII(c) Unspecified malignant hepatic tumors,Washington,Female,0,19738654,0
VII(c) Unspecified malignant hepatic tumors,Washington,Male,0,20781451,0
VII(c) Unspecified malignant hepatic tumors,West Virginia,Female,0,4839575,0
VII(c) Unspecified malignant hepatic tumors,West Virginia,Male,0,5110992,0
VII(c) Unspecified malignant hepatic tumors,Wisconsin,Male,0,17573883,0
VII(c) Unspecified malignant hepatic tumors,Wyoming,Female,0,1642684,0
VII(c) Unspecified malignant hepatic tumors,Wyoming,Male,0,1753469,0
VIII Malignant bone tumors,Alabama,Female,101,14140689,0.71
VIII Malignant bone tumors,Alabama,Male,110,14736390,0.75
VIII Malignant bone tumors,Alaska,Male,23,2440694,0.9400000000000001
VIII Malignant bone tumors,Arizona,Female,179,19406377,0.9199999999999999
VIII Malignant bone tumors,Arizona,Male,205,20369280,1.01
VIII Malignant bone tumors,Arkansas,Female,71,8729058,0.81
VIII Malignant bone tumors,Arkansas,Male,67,9169100,0.73
VIII Malignant bone tumors,California,Female,857,115078726,0.7400000000000001
VIII Malignant bone tumors,California,Male,1258,120991812,1.04
VIII Malignant bone tumors,Colorado,Female,138,15025190,0.9199999999999999
VIII Malignant bone tumors,Colorado,Male,153,15862099,0.96
VIII Malignant bone tumors,Connecticut,Female,80,10175364,0.79
VIII Malignant bone tumors,Connecticut,Male,118,10654876,1.11
VIII Malignant bone tumors,Delaware,Female,19,2591476,0.73
VIII Malignant bone tumors,Delaware,Male,30,2676960,1.1199999999999999
VIII Malignant bone tumors,District of Columbia,Male,20,1533269,1.3
VIII Malignant bone tumors,Florida,Female,466,50182775,0.9300000000000002
VIII Malignant bone tumors,Florida,Male,670,52680860,1.27
VIII Malignant bone tumors,Georgia,Female,243,30321686,0.8
VIII Malignant bone tumors,Georgia,Male,286,31689633,0.9
VIII Malignant bone tumors,Hawaii,Female,28,3750270,0.75
VIII Malignant bone tumors,Hawaii,Male,44,3997425,1.1
VIII Malignant bone tumors,Idaho,Female,44,5258478,0.8400000000000001
VIII Malignant bone tumors,Idaho,Male,51,5476278,0.9300000000000002
VIII Malignant bone tumors,Illinois,Female,304,38604523,0.79
VIII Malignant bone tumors,Illinois,Male,373,40489343,0.9199999999999999
VIII Malignant bone tumors,Indiana,Female,159,18245506,0.87
VIII Malignant bone tumors,Indiana,Male,197,19169072,1.03
VIII Malignant bone tumors,Iowa,Female,85,9228398,0.9199999999999999
VIII Malignant bone tumors,Iowa,Male,127,9696593,1.31
VIII Malignant bone tumors,Kansas,Female,76,8950919,0.8500000000000001
VIII Malignant bone tumors,Kansas,Male,103,9455616,1.09
VIII Malignant bone tumors,Kentucky,Female,92,12645562,0.73
VIII Malignant bone tumors,Kentucky,Male,139,13328766,1.04
VIII Malignant bone tumors,Louisiana,Female,108,14259277,0.76
VIII Malignant bone tumors,Louisiana,Male,138,14826787,0.9300000000000002
VIII Malignant bone tumors,Maine,Female,31,3472550,0.8900000000000001
VIII Malignant bone tumors,Maine,Male,48,3671569,1.31
VIII Malignant bone tumors,Maryland,Female,120,17122384,0.7000000000000001
VIII Malignant bone tumors,Maryland,Male,196,17861848,1.1
VIII Malignant bone tumors,Massachusetts,Female,139,18423690,0.75
VIII Malignant bone tumors,Massachusetts,Male,186,19157003,0.97
VIII Malignant bone tumors,Michigan,Female,228,29825800,0.76
VIII Malignant bone tumors,Michigan,Male,305,31328957,0.97
VIII Malignant bone tumors,Minnesota,Female,116,16188565,0.7200000000000001
VIII Malignant bone tumors,Minnesota,Male,176,16954017,1.04
VIII Malignant bone tumors,Mississippi,Female,49,7683130,0.6400000000000001
VIII Malignant bone tumors,Mississippi,Male,71,7986473,0.8900000000000001
VIII Malignant bone tumors,Missouri,Female,114,17691930,0.6400000000000001
VIII Malignant bone tumors,Missouri,Male,160,18574543,0.86
VIII Malignant bone tumors,Montana,Female,32,2835131,1.1300000000000001
VIII Malignant bone tumors,Montana,Male,27,3010924,0.9
VIII Malignant bone tumors,Nebraska,Female,45,5805706,0.78
VIII Malignant bone tumors,Nebraska,Male,68,6097724,1.1199999999999999
VIII Malignant bone tumors,Nevada,Female,52,7794272,0.67
VIII Malignant bone tumors,Nevada,Male,72,8220353,0.8800000000000001
VIII Malignant bone tumors,New Hampshire,Female,44,3642488,1.21
VIII Malignant bone tumors,New Hampshire,Male,39,3810999,1.02
VIII Malignant bone tumors,New Jersey,Female,228,25677915,0.8900000000000001
VIII Malignant bone tumors,New Jersey,Male,302,26976605,1.1199999999999999
VIII Malignant bone tumors,New Mexico,Female,47,6321366,0.7400000000000001
VIII Malignant bone tumors,New Mexico,Male,56,6583143,0.8500000000000001
VIII Malignant bone tumors,New York,Female,547,55453325,0.9900000000000001
VIII Malignant bone tumors,New York,Male,630,58064527,1.08
VIII Malignant bone tumors,North Carolina,Female,203,27670201,0.73
VIII Malignant bone tumors,North Carolina,Male,289,28979727,1
VIII Malignant bone tumors,Ohio,Female,271,34368943,0.79
VIII Malignant bone tumors,Ohio,Male,352,35997390,0.9800000000000001
VIII Malignant bone tumors,Oklahoma,Female,97,11570306,0.8400000000000001
VIII Malignant bone tumors,Oklahoma,Male,106,12186314,0.87
VIII Malignant bone tumors,Oregon,Female,84,10773308,0.78
VIII Malignant bone tumors,Oregon,Male,126,11324451,1.11
VIII Malignant bone tumors,Pennsylvania,Female,275,35510719,0.77
VIII Malignant bone tumors,Pennsylvania,Male,368,37173008,0.9900000000000001
VIII Malignant bone tumors,Rhode Island,Female,18,2983352,0.6000000000000001
VIII Malignant bone tumors,Rhode Island,Male,39,3098728,1.26
VIII Malignant bone tumors,South Carolina,Female,97,13498914,0.7200000000000001
VIII Malignant bone tumors,South Carolina,Male,121,14084581,0.86
VIII Malignant bone tumors,South Dakota,Female,18,2350852,0.77
VIII Malignant bone tumors,South Dakota,Male,24,2483465,0.97
VIII Malignant bone tumors,Tennessee,Female,147,18500186,0.79
VIII Malignant bone tumors,Tennessee,Male,174,19384206,0.9
VIII Malignant bone tumors,Texas,Female,696,84248594,0.8300000000000001
VIII Malignant bone tumors,Texas,Male,930,88350956,1.05
VIII Malignant bone tumors,Utah,Female,79,10538554,0.75
VIII Malignant bone tumors,Utah,Male,124,11049649,1.1199999999999999
VIII Malignant bone tumors,Vermont,Male,19,1795966,1.06
VIII Malignant bone tumors,Virginia,Female,166,23185434,0.7200000000000001
VIII Malignant bone tumors,Virginia,Male,249,24228396,1.03
VIII Malignant bone tumors,Washington,Female,144,19738654,0.73
VIII Malignant bone tumors,Washington,Male,198,20781451,0.9500000000000001
VIII Malignant bone tumors,West Virginia,Female,40,4839575,0.8300000000000001
VIII Malignant bone tumors,West Virginia,Male,47,5110992,0.9199999999999999
VIII Malignant bone tumors,Wisconsin,Female,110,16755799,0.66
VIII Malignant bone tumors,Wisconsin,Male,182,17573883,1.04
VIII Malignant bone tumors,Wyoming,Male,19,1753469,1.08
VIII(a) Osteosarcomas,Alabama,Female,56,14140689,0.4
VIII(a) Osteosarcomas,Alabama,Male,58,14736390,0.39
VIII(a) Osteosarcomas,Arizona,Female,93,19406377,0.48
VIII(a) Osteosarcomas,Arizona,Male,112,20369280,0.55
VIII(a) Osteosarcomas,Arkansas,Female,39,8729058,0.45
VIII(a) Osteosarcomas,Arkansas,Male,28,9169100,0.31000000000000005
VIII(a) Osteosarcomas,California,Female,544,115078726,0.47000000000000003
VIII(a) Osteosarcomas,California,Male,737,120991812,0.61
VIII(a) Osteosarcomas,Colorado,Female,76,15025190,0.51
VIII(a) Osteosarcomas,Colorado,Male,80,15862099,0.5
VIII(a) Osteosarcomas,Connecticut,Female,44,10175364,0.43
VIII(a) Osteosarcomas,Connecticut,Male,62,10654876,0.58
VIII(a) Osteosarcomas,Delaware,Male,16,2676960,0.6000000000000001
VIII(a) Osteosarcomas,Florida,Female,267,50182775,0.53
VIII(a) Osteosarcomas,Florida,Male,358,52680860,0.68
VIII(a) Osteosarcomas,Georgia,Female,148,30321686,0.49000000000000005
VIII(a) Osteosarcomas,Georgia,Male,160,31689633,0.5
VIII(a) Osteosarcomas,Hawaii,Female,19,3750270,0.51
VIII(a) Osteosarcomas,Hawaii,Male,24,3997425,0.6000000000000001
VIII(a) Osteosarcomas,Idaho,Female,25,5258478,0.48
VIII(a) Osteosarcomas,Idaho,Male,35,5476278,0.6400000000000001
VIII(a) Osteosarcomas,Illinois,Female,180,38604523,0.47000000000000003
VIII(a) Osteosarcomas,Illinois,Male,232,40489343,0.5700000000000001
VIII(a) Osteosarcomas,Indiana,Female,73,18245506,0.4
VIII(a) Osteosarcomas,Indiana,Male,114,19169072,0.5900000000000001
VIII(a) Osteosarcomas,Iowa,Female,41,9228398,0.44000000000000006
VIII(a) Osteosarcomas,Iowa,Male,60,9696593,0.6200000000000001
VIII(a) Osteosarcomas,Kansas,Female,40,8950919,0.45
VIII(a) Osteosarcomas,Kansas,Male,54,9455616,0.5700000000000001
VIII(a) Osteosarcomas,Kentucky,Female,52,12645562,0.41
VIII(a) Osteosarcomas,Kentucky,Male,77,13328766,0.58
VIII(a) Osteosarcomas,Louisiana,Female,68,14259277,0.48
VIII(a) Osteosarcomas,Louisiana,Male,86,14826787,0.58
VIII(a) Osteosarcomas,Maine,Male,26,3671569,0.71
VIII(a) Osteosarcomas,Maryland,Female,60,17122384,0.35000000000000003
VIII(a) Osteosarcomas,Maryland,Male,107,17861848,0.6000000000000001
VIII(a) Osteosarcomas,Massachusetts,Female,82,18423690,0.45
VIII(a) Osteosarcomas,Massachusetts,Male,107,19157003,0.5599999999999999
VIII(a) Osteosarcomas,Michigan,Female,137,29825800,0.45999999999999996
VIII(a) Osteosarcomas,Michigan,Male,182,31328957,0.58
VIII(a) Osteosarcomas,Minnesota,Female,58,16188565,0.36000000000000004
VIII(a) Osteosarcomas,Minnesota,Male,105,16954017,0.6200000000000001
VIII(a) Osteosarcomas,Mississippi,Female,25,7683130,0.33
VIII(a) Osteosarcomas,Mississippi,Male,49,7986473,0.61
VIII(a) Osteosarcomas,Missouri,Female,60,17691930,0.34
VIII(a) Osteosarcomas,Missouri,Male,95,18574543,0.51
VIII(a) Osteosarcomas,Montana,Female,18,2835131,0.63
VIII(a) Osteosarcomas,Nebraska,Female,21,5805706,0.36000000000000004
VIII(a) Osteosarcomas,Nebraska,Male,43,6097724,0.71
VIII(a) Osteosarcomas,Nevada,Female,29,7794272,0.37000000000000005
VIII(a) Osteosarcomas,Nevada,Male,45,8220353,0.55
VIII(a) Osteosarcomas,New Hampshire,Female,26,3642488,0.71
VIII(a) Osteosarcomas,New Hampshire,Male,21,3810999,0.55
VIII(a) Osteosarcomas,New Jersey,Female,118,25677915,0.45999999999999996
VIII(a) Osteosarcomas,New Jersey,Male,159,26976605,0.5900000000000001
VIII(a) Osteosarcomas,New Mexico,Female,24,6321366,0.38
VIII(a) Osteosarcomas,New Mexico,Male,34,6583143,0.52
VIII(a) Osteosarcomas,New York,Female,292,55453325,0.53
VIII(a) Osteosarcomas,New York,Male,338,58064527,0.58
VIII(a) Osteosarcomas,North Carolina,Female,96,27670201,0.35000000000000003
VIII(a) Osteosarcomas,North Carolina,Male,167,28979727,0.58
VIII(a) Osteosarcomas,Ohio,Female,156,34368943,0.45
VIII(a) Osteosarcomas,Ohio,Male,192,35997390,0.53
VIII(a) Osteosarcomas,Oklahoma,Female,48,11570306,0.41
VIII(a) Osteosarcomas,Oklahoma,Male,53,12186314,0.43
VIII(a) Osteosarcomas,Oregon,Female,43,10773308,0.4
VIII(a) Osteosarcomas,Oregon,Male,76,11324451,0.67
VIII(a) Osteosarcomas,Pennsylvania,Female,140,35510719,0.39
VIII(a) Osteosarcomas,Pennsylvania,Male,182,37173008,0.49000000000000005
VIII(a) Osteosarcomas,Rhode Island,Male,24,3098728,0.77
VIII(a) Osteosarcomas,South Carolina,Female,51,13498914,0.38
VIII(a) Osteosarcomas,South Carolina,Male,71,14084581,0.5
VIII(a) Osteosarcomas,Tennessee,Female,87,18500186,0.47000000000000003
VIII(a) Osteosarcomas,Tennessee,Male,100,19384206,0.52
VIII(a) Osteosarcomas,Texas,Female,367,84248594,0.44000000000000006
VIII(a) Osteosarcomas,Texas,Male,538,88350956,0.61
VIII(a) Osteosarcomas,Utah,Female,38,10538554,0.36000000000000004
VIII(a) Osteosarcomas,Utah,Male,66,11049649,0.6000000000000001
VIII(a) Osteosarcomas,Virginia,Female,93,23185434,0.4
VIII(a) Osteosarcomas,Virginia,Male,141,24228396,0.58
VIII(a) Osteosarcomas,Washington,Female,81,19738654,0.41
VIII(a) Osteosarcomas,Washington,Male,121,20781451,0.58
VIII(a) Osteosarcomas,West Virginia,Female,22,4839575,0.45
VIII(a) Osteosarcomas,West Virginia,Male,24,5110992,0.47000000000000003
VIII(a) Osteosarcomas,Wisconsin,Female,53,16755799,0.32000000000000006
VIII(a) Osteosarcomas,Wisconsin,Male,90,17573883,0.51
VIII(b) Chondrosarcomas,Alaska,Female,0,2279931,0
VIII(b) Chondrosarcomas,Alaska,Male,0,2440694,0
VIII(b) Chondrosarcomas,California,Female,23,115078726,0.020000000000000004
VIII(b) Chondrosarcomas,California,Male,55,120991812,0.05
VIII(b) Chondrosarcomas,Delaware,Female,0,2591476,0
VIII(b) Chondrosarcomas,District of Columbia,Female,0,1550069,0
VIII(b) Chondrosarcomas,District of Columbia,Male,0,1533269,0
VIII(b) Chondrosarcomas,Florida,Male,25,52680860,0.05
VIII(b) Chondrosarcomas,Idaho,Female,0,5258478,0
VIII(b) Chondrosarcomas,Kansas,Female,0,8950919,0
VIII(b) Chondrosarcomas,Maine,Male,0,3671569,0
VIII(b) Chondrosarcomas,Montana,Female,0,2835131,0
VIII(b) Chondrosarcomas,Montana,Male,0,3010924,0
VIII(b) Chondrosarcomas,Nebraska,Male,0,6097724,0
VIII(b) Chondrosarcomas,New Jersey,Male,19,26976605,0.06999999999999999
VIII(b) Chondrosarcomas,New York,Female,34,55453325,0.06
VIII(b) Chondrosarcomas,New York,Male,37,58064527,0.06
VIII(b) Chondrosarcomas,Ohio,Male,16,35997390,0.04000000000000001
VIII(b) Chondrosarcomas,Pennsylvania,Male,19,37173008,0.05
VIII(b) Chondrosarcomas,Rhode Island,Female,0,2983352,0
VIII(b) Chondrosarcomas,Rhode Island,Male,0,3098728,0
VIII(b) Chondrosarcomas,South Dakota,Female,0,2350852,0
VIII(b) Chondrosarcomas,South Dakota,Male,0,2483465,0
VIII(b) Chondrosarcomas,Texas,Female,31,84248594,0.04000000000000001
VIII(b) Chondrosarcomas,Texas,Male,32,88350956,0.04000000000000001
VIII(b) Chondrosarcomas,Vermont,Female,0,1694835,0
VIII(b) Chondrosarcomas,Vermont,Male,0,1795966,0
VIII(b) Chondrosarcomas,Wyoming,Female,0,1642684,0
VIII(c) Ewing tumor and related sarcomas of bone,Alabama,Female,26,14140689,0.18000000000000002
