cancer_site,state,age_group,count,population,crude_rate_100k
VII(c) Unspecified malignant hepatic tumors,Delaware,< 1 year,0,250143,0
VII(c) Unspecified malignant hepatic tumors,District of Columbia,1-4 years,0,655965,0
VII(c) Unspecified malignant hepatic tumors,District of Columbia,10-14 years,0,657751,0
VII(c) Unspecified malignant hepatic tumors,District of Columbia,15-19 years,0,870744,0
VII(c) Unspecified malignant hepatic tumors,District of Columbia,5-9 years,0,711036,0
VII(c) Unspecified malignant hepatic tumors,Florida,1-4 years,0,19531010,0
VII(c) Unspecified malignant hepatic tumors,Florida,10-14 years,0,26464457,0
VII(c) Unspecified malignant hepatic tumors,Florida,5-9 years,0,24853995,0
VII(c) Unspecified malignant hepatic tumors,Florida,< 1 year,0,4872286,0
VII(c) Unspecified malignant hepatic tumors,Georgia,1-4 years,0,12030233,0
VII(c) Unspecified malignant hepatic tumors,Georgia,10-14 years,0,15873183,0
VII(c) Unspecified malignant hepatic tumors,Georgia,15-19 years,0,15860044,0
VII(c) Unspecified malignant hepatic tumors,Georgia,5-9 years,0,15251004,0
VII(c) Unspecified malignant hepatic tumors,Georgia,< 1 year,0,2996855,0
VII(c) Unspecified malignant hepatic tumors,Hawaii,1-4 years,0,1581086,0
VII(c) Unspecified malignant hepatic tumors,Hawaii,10-14 years,0,1938369,0
VII(c) Unspecified malignant hepatic tumors,Hawaii,15-19 years,0,1897963,0
VII(c) Unspecified malignant hepatic tumors,Hawaii,5-9 years,0,1924686,0
VII(c) Unspecified malignant hepatic tumors,Hawaii,< 1 year,0,405591,0
VII(c) Unspecified malignant hepatic tumors,Idaho,1-4 years,0,2064110,0
VII(c) Unspecified malignant hepatic tumors,Idaho,10-14 years,0,2734366,0
VII(c) Unspecified malignant hepatic tumors,Idaho,15-19 years,0,2784229,0
VII(c) Unspecified malignant hepatic tumors,Idaho,5-9 years,0,2642295,0
VII(c) Unspecified malignant hepatic tumors,Idaho,< 1 year,0,509756,0
VII(c) Unspecified malignant hepatic tumors,Illinois,1-4 years,0,15118124,0
VII(c) Unspecified malignant hepatic tumors,Illinois,10-14 years,0,20314300,0
VII(c) Unspecified malignant hepatic tumors,Illinois,15-19 years,0,20552912,0
VII(c) Unspecified malignant hepatic tumors,Illinois,5-9 years,0,19386015,0
VII(c) Unspecified malignant hepatic tumors,Illinois,< 1 year,0,3722515,0
VII(c) Unspecified malignant hepatic tumors,Indiana,1-4 years,0,7153917,0
VII(c) Unspecified malignant hepatic tumors,Indiana,10-14 years,0,9533841,0
VII(c) Unspecified malignant hepatic tumors,Indiana,15-19 years,0,9778770,0
VII(c) Unspecified malignant hepatic tumors,Indiana,5-9 years,0,9181922,0
VII(c) Unspecified malignant hepatic tumors,Indiana,< 1 year,0,1766128,0
VII(c) Unspecified malignant hepatic tumors,Iowa,1-4 years,0,3575940,0
VII(c) Unspecified malignant hepatic tumors,Iowa,10-14 years,0,4785289,0
VII(c) Unspecified malignant hepatic tumors,Iowa,15-19 years,0,5091669,0
VII(c) Unspecified malignant hepatic tumors,Iowa,5-9 years,0,4589946,0
VII(c) Unspecified malignant hepatic tumors,Iowa,< 1 year,0,882147,0
VII(c) Unspecified malignant hepatic tumors,Kansas,10-14 years,0,4648026,0
VII(c) Unspecified malignant hepatic tumors,Kansas,15-19 years,0,4781351,0
VII(c) Unspecified malignant hepatic tumors,Kansas,5-9 years,0,4528480,0
VII(c) Unspecified malignant hepatic tumors,Kansas,< 1 year,0,883860,0
VII(c) Unspecified malignant hepatic tumors,Kentucky,1-4 years,0,5029496,0
VII(c) Unspecified malignant hepatic tumors,Kentucky,10-14 years,0,6602154,0
VII(c) Unspecified malignant hepatic tumors,Kentucky,15-19 years,0,6699792,0
VII(c) Unspecified malignant hepatic tumors,Kentucky,5-9 years,0,6386273,0
VII(c) Unspecified malignant hepatic tumors,Kentucky,< 1 year,0,1256613,0
VII(c) Unspecified malignant hepatic tumors,Louisiana,1-4 years,0,5667613,0
VII(c) Unspecified malignant hepatic tumors,Louisiana,10-14 years,0,7362307,0
VII(c) Unspecified malignant hepatic tumors,Louisiana,15-19 years,0,7540189,0
VII(c) Unspecified malignant hepatic tumors,Louisiana,5-9 years,0,7096224,0
VII(c) Unspecified malignant hepatic tumors,Louisiana,< 1 year,0,1419731,0
VII(c) Unspecified malignant hepatic tumors,Maine,1-4 years,0,1254194,0
VII(c) Unspecified malignant hepatic tumors,Maine,10-14 years,0,1881419,0
VII(c) Unspecified malignant hepatic tumors,Maine,15-19 years,0,2008427,0
VII(c) Unspecified malignant hepatic tumors,Maine,5-9 years,0,1698544,0
VII(c) Unspecified malignant hepatic tumors,Maine,< 1 year,0,301535,0
VII(c) Unspecified malignant hepatic tumors,Maryland,1-4 years,0,6696858,0
VII(c) Unspecified malignant hepatic tumors,Maryland,10-14 years,0,9029000,0
VII(c) Unspecified malignant hepatic tumors,Maryland,15-19 years,0,9046383,0
VII(c) Unspecified malignant hepatic tumors,Maryland,5-9 years,0,8544521,0
VII(c) Unspecified malignant hepatic tumors,Maryland,< 1 year,0,1667470,0
VII(c) Unspecified malignant hepatic tumors,Massachusetts,1-4 years,0,6855880,0
VII(c) Unspecified malignant hepatic tumors,Massachusetts,10-14 years,0,9547360,0
VII(c) Unspecified malignant hepatic tumors,Massachusetts,5-9 years,0,8944247,0
VII(c) Unspecified malignant hepatic tumors,Massachusetts,< 1 year,0,1695265,0
VII(c) Unspecified malignant hepatic tumors,Michigan,10-14 years,0,15899361,0
VII(c) Unspecified malignant hepatic tumors,Michigan,15-19 years,0,16468910,0
VII(c) Unspecified malignant hepatic tumors,Michigan,5-9 years,0,14824040,0
VII(c) Unspecified malignant hepatic tumors,Michigan,< 1 year,0,2723190,0
VII(c) Unspecified malignant hepatic tumors,Minnesota,1-4 years,0,6364337,0
VII(c) Unspecified malignant hepatic tumors,Minnesota,10-14 years,0,8473091,0
VII(c) Unspecified malignant hepatic tumors,Minnesota,15-19 years,0,8600532,0
VII(c) Unspecified malignant hepatic tumors,Minnesota,5-9 years,0,8134262,0
VII(c) Unspecified malignant hepatic tumors,Minnesota,< 1 year,0,1570360,0
VII(c) Unspecified malignant hepatic tumors,Mississippi,1-4 years,0,2996593,0
VII(c) Unspecified malignant hepatic tumors,Mississippi,10-14 years,0,4000675,0
VII(c) Unspecified malignant hepatic tumors,Mississippi,15-19 years,0,4133405,0
VII(c) Unspecified malignant hepatic tumors,Mississippi,5-9 years,0,3796934,0
VII(c) Unspecified malignant hepatic tumors,Mississippi,< 1 year,0,741996,0
VII(c) Unspecified malignant hepatic tumors,Missouri,15-19 years,0,9524258,0
VII(c) Unspecified malignant hepatic tumors,Missouri,5-9 years,0,8840403,0
VII(c) Unspecified malignant hepatic tumors,Missouri,< 1 year,0,1715710,0
VII(c) Unspecified malignant hepatic tumors,Montana,1-4 years,0,1092655,0
VII(c) Unspecified malignant hepatic tumors,Montana,10-14 years,0,1497266,0
VII(c) Unspecified malignant hepatic tumors,Montana,15-19 years,0,1575496,0
VII(c) Unspecified malignant hepatic tumors,Montana,5-9 years,0,1411941,0
VII(c) Unspecified malignant hepatic tumors,Montana,< 1 year,0,268697,0
VII(c) Unspecified malignant hepatic tumors,Nebraska,1-4 years,0,2342070,0
VII(c) Unspecified malignant hepatic tumors,Nebraska,10-14 years,0,2984179,0
VII(c) Unspecified malignant hepatic tumors,Nebraska,15-19 years,0,3070717,0
VII(c) Unspecified malignant hepatic tumors,Nebraska,5-9 years,0,2921459,0
VII(c) Unspecified malignant hepatic tumors,Nebraska,< 1 year,0,585005,0
VII(c) Unspecified malignant hepatic tumors,Nevada,10-14 years,0,4107600,0
VII(c) Unspecified malignant hepatic tumors,Nevada,15-19 years,0,3865198,0
VII(c) Unspecified malignant hepatic tumors,Nevada,5-9 years,0,4022790,0
VII(c) Unspecified malignant hepatic tumors,New Hampshire,1-4 years,0,1293526,0
VII(c) Unspecified malignant hepatic tumors,New Hampshire,10-14 years,0,1973487,0
VII(c) Unspecified malignant hepatic tumors,New Hampshire,15-19 years,0,2108547,0
VII(c) Unspecified malignant hepatic tumors,New Hampshire,5-9 years,0,1771669,0
VII(c) Unspecified malignant hepatic tumors,New Hampshire,< 1 year,0,306258,0
VII(c) Unspecified malignant hepatic tumors,New Jersey,1-4 years,0,10070580,0
VII(c) Unspecified malignant hepatic tumors,New Jersey,10-14 years,0,13700943,0
VII(c) Unspecified malignant hepatic tumors,New Jersey,15-19 years,0,13405538,0
VII(c) Unspecified malignant hepatic tumors,New Jersey,5-9 years,0,13015487,0
VII(c) Unspecified malignant hepatic tumors,New Jersey,< 1 year,0,2461972,0
VII(c) Unspecified malignant hepatic tumors,New Mexico,1-4 years,0,2458592,0
VII(c) Unspecified malignant hepatic tumors,New Mexico,10-14 years,0,3311369,0
VII(c) Unspecified malignant hepatic tumors,New Mexico,15-19 years,0,3384754,0
VII(c) Unspecified malignant hepatic tumors,New Mexico,5-9 years,0,3143697,0
VII(c) Unspecified malignant hepatic tumors,New Mexico,< 1 year,0,606097,0
VII(c) Unspecified malignant hepatic tumors,New York,10-14 years,0,28734343,0
VII(c) Unspecified malignant hepatic tumors,New York,5-9 years,0,27394347,0
VII(c) Unspecified malignant hepatic tumors,New York,< 1 year,0,5499284,0
VII(c) Unspecified malignant hepatic tumors,North Carolina,1-4 years,0,10909376,0
VII(c) Unspecified malignant hepatic tumors,North Carolina,10-14 years,0,14407853,0
VII(c) Unspecified malignant hepatic tumors,North Carolina,15-19 years,0,14736669,0
VII(c) Unspecified malignant hepatic tumors,North Dakota,1-4 years,0,836898,0
VII(c) Unspecified malignant hepatic tumors,North Dakota,10-14 years,0,1030719,0
VII(c) Unspecified malignant hepatic tumors,North Dakota,15-19 years,0,1168114,0
VII(c) Unspecified malignant hepatic tumors,North Dakota,5-9 years,0,1017872,0
VII(c) Unspecified malignant hepatic tumors,North Dakota,< 1 year,0,212671,0
VII(c) Unspecified malignant hepatic tumors,Ohio,1-4 years,0,13214951,0
VII(c) Unspecified malignant hepatic tumors,Ohio,15-19 years,0,18587275,0
VII(c) Unspecified malignant hepatic tumors,Ohio,< 1 year,0,3238172,0
VII(c) Unspecified malignant hepatic tumors,Oklahoma,1-4 years,0,4644900,0
VII(c) Unspecified malignant hepatic tumors,Oklahoma,15-19 years,0,6135620,0
VII(c) Unspecified malignant hepatic tumors,Oklahoma,5-9 years,0,5843456,0
VII(c) Unspecified malignant hepatic tumors,Oklahoma,< 1 year,0,1160149,0
VII(c) Unspecified malignant hepatic tumors,Oregon,1-4 years,0,4209979,0
VII(c) Unspecified malignant hepatic tumors,Oregon,10-14 years,0,5655555,0
VII(c) Unspecified malignant hepatic tumors,Oregon,15-19 years,0,5791934,0
VII(c) Unspecified malignant hepatic tumors,Oregon,5-9 years,0,5412215,0
VII(c) Unspecified malignant hepatic tumors,Oregon,< 1 year,0,1028076,0
VII(c) Unspecified malignant hepatic tumors,Pennsylvania,1-4 years,0,13237901,0
VII(c) Unspecified malignant hepatic tumors,Pennsylvania,10-14 years,0,18713236,0
VII(c) Unspecified malignant hepatic tumors,Pennsylvania,5-9 years,0,17378898,0
VII(c) Unspecified malignant hepatic tumors,Rhode Island,1-4 years,0,1081993,0
VII(c) Unspecified malignant hepatic tumors,Rhode Island,10-14 years,0,1521467,0
VII(c) Unspecified malignant hepatic tumors,Rhode Island,15-19 years,0,1794833,0
VII(c) Unspecified malignant hepatic tumors,Rhode Island,5-9 years,0,1420502,0
VII(c) Unspecified malignant hepatic tumors,Rhode Island,< 1 year,0,263285,0
VII(c) Unspecified malignant hepatic tumors,South Carolina,1-4 years,0,5226958,0
VII(c) Unspecified malignant hepatic tumors,South Carolina,10-14 years,0,7014106,0
VII(c) Unspecified malignant hepatic tumors,South Carolina,15-19 years,0,7346855,0
VII(c) Unspecified malignant hepatic tumors,South Carolina,5-9 years,0,6693916,0
VII(c) Unspecified malignant hepatic tumors,South Dakota,1-4 years,0,962224,0
VII(c) Unspecified malignant hepatic tumors,South Dakota,10-14 years,0,1201910,0
VII(c) Unspecified malignant hepatic tumors,South Dakota,15-19 years,0,1242334,0
VII(c) Unspecified malignant hepatic tumors,South Dakota,5-9 years,0,1185915,0
VII(c) Unspecified malignant hepatic tumors,South Dakota,< 1 year,0,241934,0
VII(c) Unspecified malignant hepatic tumors,Tennessee,1-4 years,0,7296317,0
VII(c) Unspecified malignant hepatic tumors,Tennessee,10-14 years,0,9701894,0
VII(c) Unspecified malignant hepatic tumors,Tennessee,15-19 years,0,9750953,0
VII(c) Unspecified malignant hepatic tumors,Utah,1-4 years,0,4441432,0
VII(c) Unspecified malignant hepatic tumors,Utah,10-14 years,0,5325797,0
VII(c) Unspecified malignant hepatic tumors,Utah,15-19 years,0,5284552,0
VII(c) Unspecified malignant hepatic tumors,Utah,5-9 years,0,5408434,0
VII(c) Unspecified malignant hepatic tumors,Utah,< 1 year,0,1127988,0
VII(c) Unspecified malignant hepatic tumors,Vermont,1-4 years,0,587023,0
VII(c) Unspecified malignant hepatic tumors,Vermont,10-14 years,0,902253,0
VII(c) Unspecified malignant hepatic tumors,Vermont,15-19 years,0,1058474,0
VII(c) Unspecified malignant hepatic tumors,Vermont,5-9 years,0,803641,0
VII(c) Unspecified malignant hepatic tumors,Vermont,< 1 year,0,139410,0
VII(c) Unspecified malignant hepatic tumors,Virginia,1-4 years,0,9152502,0
VII(c) Unspecified malignant hepatic tumors,Virginia,10-14 years,0,12010591,0
VII(c) Unspecified malignant hepatic tumors,Virginia,5-9 years,0,11544105,0
VII(c) Unspecified malignant hepatic tumors,Virginia,< 1 year,0,2292551,0
VII(c) Unspecified malignant hepatic tumors,Washington,1-4 years,0,7867141,0
VII(c) Unspecified malignant hepatic tumors,Washington,10-14 years,0,10327779,0
VII(c) Unspecified malignant hepatic tumors,Washington,15-19 years,0,10378779,0
VII(c) Unspecified malignant hepatic tumors,Washington,5-9 years,0,9996474,0
VII(c) Unspecified malignant hepatic tumors,Washington,< 1 year,0,1949932,0
VII(c) Unspecified malignant hepatic tumors,West Virginia,1-4 years,0,1851405,0
VII(c) Unspecified malignant hepatic tumors,West Virginia,10-14 years,0,2539200,0
VII(c) Unspecified malignant hepatic tumors,West Virginia,15-19 years,0,2702062,0
VII(c) Unspecified malignant hepatic tumors,West Virginia,5-9 years,0,2397871,0
VII(c) Unspecified malignant hepatic tumors,West Virginia,< 1 year,0,460029,0
VII(c) Unspecified malignant hepatic tumors,Wisconsin,1-4 years,0,6332140,0
VII(c) Unspecified malignant hepatic tumors,Wisconsin,10-14 years,0,8870911,0
VII(c) Unspecified malignant hepatic tumors,Wisconsin,15-19 years,0,9269366,0
VII(c) Unspecified malignant hepatic tumors,Wisconsin,< 1 year,0,1547673,0
VII(c) Unspecified malignant hepatic tumors,Wyoming,1-4 years,0,651740,0
VII(c) Unspecified malignant hepatic tumors,Wyoming,10-14 years,0,861083,0
VII(c) Unspecified malignant hepatic tumors,Wyoming,15-19 years,0,891664,0
VII(c) Unspecified malignant hepatic tumors,Wyoming,5-9 years,0,830117,0
VII(c) Unspecified malignant hepatic tumors,Wyoming,< 1 year,0,161549,0
VIII Malignant bone tumors,Alabama,10-14 years,90,7397945,1.22
VIII Malignant bone tumors,Alabama,15-19 years,85,7638677,1.11
VIII Malignant bone tumors,Alabama,5-9 years,29,7009562,0.41
VIII Malignant bone tumors,Alaska,< 1 year,0,239124,0
VIII Malignant bone tumors,Arizona,1-4 years,18,7848058,0.22999999999999998
VIII Malignant bone tumors,Arizona,10-14 years,154,10094587,1.5300000000000002
VIII Malignant bone tumors,Arizona,15-19 years,145,10095459,1.4400000000000002
VIII Malignant bone tumors,Arizona,5-9 years,65,9792522,0.66
VIII Malignant bone tumors,Arkansas,10-14 years,51,4554311,1.1199999999999999
VIII Malignant bone tumors,Arkansas,15-19 years,53,4612721,1.1500000000000001
VIII Malignant bone tumors,Arkansas,5-9 years,27,4395513,0.61
VIII Malignant bone tumors,Arkansas,< 1 year,0,863216,0
VIII Malignant bone tumors,California,1-4 years,82,45553226,0.18000000000000002
VIII Malignant bone tumors,California,10-14 years,837,60367276,1.3900000000000001
VIII Malignant bone tumors,California,15-19 years,838,60988865,1.37
VIII Malignant bone tumors,California,5-9 years,348,57817061,0.6000000000000001
VIII Malignant bone tumors,Colorado,10-14 years,109,7841777,1.3900000000000001
VIII Malignant bone tumors,Colorado,15-19 years,127,7910284,1.6100000000000003
VIII Malignant bone tumors,Colorado,5-9 years,43,7622280,0.5599999999999999
VIII Malignant bone tumors,Connecticut,10-14 years,82,5495849,1.4900000000000002
VIII Malignant bone tumors,Connecticut,15-19 years,83,5663881,1.47
VIII Malignant bone tumors,Connecticut,5-9 years,29,5050886,0.5700000000000001
VIII Malignant bone tumors,Connecticut,< 1 year,0,887330,0
VIII Malignant bone tumors,Delaware,10-14 years,22,1333659,1.6500000000000001
VIII Malignant bone tumors,Delaware,15-19 years,18,1411125,1.2800000000000002
VIII Malignant bone tumors,Delaware,< 1 year,0,250143,0
VIII Malignant bone tumors,District of Columbia,1-4 years,0,655965,0
VIII Malignant bone tumors,District of Columbia,< 1 year,0,187842,0
VIII Malignant bone tumors,Florida,1-4 years,33,19531010,0.17
VIII Malignant bone tumors,Florida,10-14 years,416,26464457,1.57
VIII Malignant bone tumors,Florida,15-19 years,499,27141887,1.8399999999999999
VIII Malignant bone tumors,Florida,5-9 years,182,24853995,0.73
VIII Malignant bone tumors,Georgia,1-4 years,19,12030233,0.16000000000000003
VIII Malignant bone tumors,Georgia,10-14 years,199,15873183,1.25
VIII Malignant bone tumors,Georgia,15-19 years,217,15860044,1.37
VIII Malignant bone tumors,Georgia,5-9 years,89,15251004,0.58
VIII Malignant bone tumors,Hawaii,10-14 years,24,1938369,1.2400000000000002
VIII Malignant bone tumors,Hawaii,15-19 years,31,1897963,1.6300000000000001
VIII Malignant bone tumors,Idaho,10-14 years,39,2734366,1.4300000000000002
VIII Malignant bone tumors,Idaho,15-19 years,40,2784229,1.4400000000000002
VIII Malignant bone tumors,Idaho,< 1 year,0,509756,0
VIII Malignant bone tumors,Illinois,10-14 years,273,20314300,1.34
VIII Malignant bone tumors,Illinois,15-19 years,300,20552912,1.46
VIII Malignant bone tumors,Illinois,5-9 years,88,19386015,0.45
VIII Malignant bone tumors,Indiana,10-14 years,134,9533841,1.4100000000000001
VIII Malignant bone tumors,Indiana,15-19 years,151,9778770,1.54
VIII Malignant bone tumors,Indiana,5-9 years,58,9181922,0.63
VIII Malignant bone tumors,Iowa,10-14 years,74,4785289,1.55
VIII Malignant bone tumors,Iowa,15-19 years,89,5091669,1.75
VIII Malignant bone tumors,Iowa,5-9 years,40,4589946,0.87
VIII Malignant bone tumors,Iowa,< 1 year,0,882147,0
VIII Malignant bone tumors,Kansas,10-14 years,77,4648026,1.6600000000000001
VIII Malignant bone tumors,Kansas,15-19 years,73,4781351,1.5300000000000002
VIII Malignant bone tumors,Kansas,5-9 years,25,4528480,0.55
VIII Malignant bone tumors,Kentucky,10-14 years,94,6602154,1.42
VIII Malignant bone tumors,Kentucky,15-19 years,91,6699792,1.36
VIII Malignant bone tumors,Kentucky,5-9 years,41,6386273,0.6400000000000001
VIII Malignant bone tumors,Kentucky,< 1 year,0,1256613,0
VIII Malignant bone tumors,Louisiana,10-14 years,95,7362307,1.29
VIII Malignant bone tumors,Louisiana,15-19 years,110,7540189,1.46
VIII Malignant bone tumors,Louisiana,5-9 years,32,7096224,0.45
VIII Malignant bone tumors,Louisiana,< 1 year,0,1419731,0
VIII Malignant bone tumors,Maine,10-14 years,38,1881419,2.02
VIII Malignant bone tumors,Maine,15-19 years,28,2008427,1.3900000000000001
VIII Malignant bone tumors,Maine,< 1 year,0,301535,0
VIII Malignant bone tumors,Maryland,10-14 years,127,9029000,1.4100000000000001
VIII Malignant bone tumors,Maryland,15-19 years,131,9046383,1.4500000000000002
VIII Malignant bone tumors,Maryland,5-9 years,47,8544521,0.55
VIII Malignant bone tumors,Massachusetts,10-14 years,133,9547360,1.3900000000000001
VIII Malignant bone tumors,Massachusetts,15-19 years,124,10537941,1.1800000000000002
VIII Malignant bone tumors,Massachusetts,5-9 years,56,8944247,0.63
VIII Malignant bone tumors,Michigan,1-4 years,16,11239256,0.13999999999999999
VIII Malignant bone tumors,Michigan,10-14 years,210,15899361,1.32
VIII Malignant bone tumors,Michigan,15-19 years,248,16468910,1.51
VIII Malignant bone tumors,Michigan,5-9 years,57,14824040,0.38
VIII Malignant bone tumors,Minnesota,10-14 years,100,8473091,1.1800000000000002
VIII Malignant bone tumors,Minnesota,15-19 years,138,8600532,1.6
VIII Malignant bone tumors,Minnesota,5-9 years,47,8134262,0.58
VIII Malignant bone tumors,Minnesota,< 1 year,0,1570360,0
VIII Malignant bone tumors,Mississippi,10-14 years,44,4000675,1.1
VIII Malignant bone tumors,Mississippi,15-19 years,50,4133405,1.21
VIII Malignant bone tumors,Mississippi,5-9 years,22,3796934,0.58
VIII Malignant bone tumors,Mississippi,< 1 year,0,741996,0
VIII Malignant bone tumors,Missouri,10-14 years,96,9282197,1.03
VIII Malignant bone tumors,Missouri,15-19 years,117,9524258,1.2300000000000002
VIII Malignant bone tumors,Missouri,5-9 years,49,8840403,0.55
VIII Malignant bone tumors,Montana,10-14 years,19,1497266,1.27
VIII Malignant bone tumors,Montana,15-19 years,29,1575496,1.8399999999999999
VIII Malignant bone tumors,Montana,< 1 year,0,268697,0
VIII Malignant bone tumors,Nebraska,10-14 years,41,2984179,1.37
VIII Malignant bone tumors,Nebraska,15-19 years,46,3070717,1.5
VIII Malignant bone tumors,Nebraska,5-9 years,21,2921459,0.7200000000000001
VIII Malignant bone tumors,Nebraska,< 1 year,0,585005,0
VIII Malignant bone tumors,Nevada,10-14 years,51,4107600,1.2400000000000002
VIII Malignant bone tumors,Nevada,15-19 years,48,3865198,1.2400000000000002
VIII Malignant bone tumors,New Hampshire,10-14 years,32,1973487,1.62
VIII Malignant bone tumors,New Hampshire,15-19 years,34,2108547,1.6100000000000003
VIII Malignant bone tumors,New Hampshire,< 1 year,0,306258,0
VIII Malignant bone tumors,New Jersey,1-4 years,23,10070580,0.22999999999999998
VIII Malignant bone tumors,New Jersey,10-14 years,202,13700943,1.47
VIII Malignant bone tumors,New Jersey,15-19 years,217,13405538,1.62
VIII Malignant bone tumors,New Jersey,5-9 years,87,13015487,0.67
VIII Malignant bone tumors,New Mexico,1-4 years,0,2458592,0
VIII Malignant bone tumors,New Mexico,10-14 years,46,3311369,1.3900000000000001
VIII Malignant bone tumors,New Mexico,15-19 years,38,3384754,1.1199999999999999
VIII Malignant bone tumors,New Mexico,5-9 years,19,3143697,0.6000000000000001
VIII Malignant bone tumors,New Mexico,< 1 year,0,606097,0
VIII Malignant bone tumors,New York,1-4 years,34,21659417,0.16000000000000003
VIII Malignant bone tumors,New York,10-14 years,455,28734343,1.58
VIII Malignant bone tumors,New York,15-19 years,505,30230461,1.67
VIII Malignant bone tumors,New York,5-9 years,181,27394347,0.66
VIII Malignant bone tumors,North Carolina,10-14 years,204,14407853,1.42
VIII Malignant bone tumors,North Carolina,15-19 years,203,14736669,1.3800000000000001
VIII Malignant bone tumors,North Carolina,5-9 years,77,13869469,0.5599999999999999
VIII Malignant bone tumors,North Dakota,< 1 year,0,212671,0
VIII Malignant bone tumors,Ohio,1-4 years,17,13214951,0.13
VIII Malignant bone tumors,Ohio,10-14 years,245,18150108,1.35
VIII Malignant bone tumors,Ohio,15-19 years,260,18587275,1.4000000000000001
VIII Malignant bone tumors,Ohio,5-9 years,96,17175827,0.5599999999999999
VIII Malignant bone tumors,Oklahoma,10-14 years,68,5972495,1.1400000000000001
VIII Malignant bone tumors,Oklahoma,15-19 years,84,6135620,1.37
VIII Malignant bone tumors,Oklahoma,5-9 years,45,5843456,0.77
VIII Malignant bone tumors,Oregon,10-14 years,70,5655555,1.2400000000000002
VIII Malignant bone tumors,Oregon,15-19 years,98,5791934,1.69
VIII Malignant bone tumors,Oregon,5-9 years,31,5412215,0.5700000000000001
VIII Malignant bone tumors,Oregon,< 1 year,0,1028076,0
VIII Malignant bone tumors,Pennsylvania,1-4 years,35,13237901,0.26
VIII Malignant bone tumors,Pennsylvania,10-14 years,226,18713236,1.21
VIII Malignant bone tumors,Pennsylvania,15-19 years,290,20112434,1.4400000000000002
VIII Malignant bone tumors,Pennsylvania,5-9 years,90,17378898,0.52
VIII Malignant bone tumors,Rhode Island,10-14 years,21,1521467,1.3800000000000001
VIII Malignant bone tumors,Rhode Island,15-19 years,27,1794833,1.5
VIII Malignant bone tumors,Rhode Island,< 1 year,0,263285,0
VIII Malignant bone tumors,South Carolina,10-14 years,96,7014106,1.37
VIII Malignant bone tumors,South Carolina,15-19 years,85,7346855,1.16
VIII Malignant bone tumors,South Carolina,5-9 years,28,6693916,0.42000000000000004
VIII Malignant bone tumors,South Carolina,< 1 year,0,1301660,0
VIII Malignant bone tumors,South Dakota,10-14 years,20,1201910,1.6600000000000001
VIII Malignant bone tumors,Tennessee,10-14 years,147,9701894,1.52
VIII Malignant bone tumors,Tennessee,15-19 years,114,9750953,1.17
VIII Malignant bone tumors,Tennessee,5-9 years,50,9318316,0.54
VIII Malignant bone tumors,Texas,1-4 years,63,34339586,0.18000000000000002
VIII Malignant bone tumors,Texas,10-14 years,626,43696950,1.4300000000000002
VIII Malignant bone tumors,Texas,15-19 years,645,43234905,1.4900000000000002
VIII Malignant bone tumors,Texas,5-9 years,281,42752621,0.66
VIII Malignant bone tumors,Utah,10-14 years,79,5325797,1.4800000000000002
VIII Malignant bone tumors,Utah,15-19 years,83,5284552,1.57
VIII Malignant bone tumors,Utah,5-9 years,34,5408434,0.63
VIII Malignant bone tumors,Vermont,15-19 years,19,1058474,1.8
VIII Malignant bone tumors,Vermont,< 1 year,0,139410,0
VIII Malignant bone tumors,Virginia,10-14 years,157,12010591,1.31
VIII Malignant bone tumors,Virginia,15-19 years,178,12414081,1.4300000000000002
VIII Malignant bone tumors,Virginia,5-9 years,62,11544105,0.54
VIII Malignant bone tumors,Washington,10-14 years,129,10327779,1.25
VIII Malignant bone tumors,Washington,15-19 years,151,10378779,1.4500000000000002
VIII Malignant bone tumors,Washington,5-9 years,54,9996474,0.54
VIII Malignant bone tumors,West Virginia,10-14 years,33,2539200,1.3
VIII Malignant bone tumors,West Virginia,15-19 years,37,2702062,1.37
VIII Malignant bone tumors,West Virginia,< 1 year,0,460029,0
VIII Malignant bone tumors,Wisconsin,1-4 years,17,6332140,0.27
VIII Malignant bone tumors,Wisconsin,10-14 years,115,8870911,1.3
VIII Malignant bone tumors,Wisconsin,15-19 years,120,9269366,1.29
VIII Malignant bone tumors,Wisconsin,5-9 years,38,8309592,0.45999999999999996
VIII Malignant bone tumors,Wyoming,15-19 years,16,891664,1.79
VIII Malignant bone tumors,Wyoming,< 1 year,0,161549,0
VIII(a) Osteosarcomas,Alabama,10-14 years,56,7397945,0.76
VIII(a) Osteosarcomas,Alabama,15-19 years,48,7638677,0.63
VIII(a) Osteosarcomas,Alabama,< 1 year,0,1361419,0
VIII(a) Osteosarcomas,Alaska,1-4 years,0,937213,0
VIII(a) Osteosarcomas,Alaska,< 1 year,0,239124,0
VIII(a) Osteosarcomas,Arizona,10-14 years,81,10094587,0.8
VIII(a) Osteosarcomas,Arizona,15-19 years,84,10095459,0.8300000000000001
VIII(a) Osteosarcomas,Arizona,5-9 years,34,9792522,0.35000000000000003
VIII(a) Osteosarcomas,Arizona,< 1 year,0,1945031,0
VIII(a) Osteosarcomas,Arkansas,10-14 years,30,4554311,0.66
VIII(a) Osteosarcomas,Arkansas,15-19 years,24,4612721,0.52
VIII(a) Osteosarcomas,Arkansas,< 1 year,0,863216,0
VIII(a) Osteosarcomas,California,10-14 years,555,60367276,0.9199999999999999
